,layer,accuracy_score,precision_score,recall_score,f1_score
0,0,0.5546953405017921,0.5500768034415272,0.5546953405017921,0.5485732128289583
1,1,0.6425806451612903,0.6339908960328816,0.6425806451612903,0.6365192998494906
2,2,0.6524731182795699,0.6447990536699092,0.6524731182795699,0.6472201922283211
3,3,0.6840143369175627,0.677343130818339,0.6840143369175627,0.6794791153218047
4,4,0.7542652329749104,0.7517350952972749,0.7542652329749104,0.7527381211090102
5,5,0.7883870967741935,0.7877757804908657,0.7883870967741935,0.7880696796236926
6,6,0.8258064516129032,0.8260750815626962,0.8258064516129032,0.8259333745130143
7,7,0.8414336917562724,0.8410371750034108,0.8414336917562724,0.8412202418945487
8,8,0.8616487455197133,0.8623837409758864,0.8616487455197133,0.8619772554252476
9,9,0.8749820788530466,0.8754093969419172,0.8749820788530466,0.8751736942310644
10,10,0.8881720430107527,0.8887246416451231,0.8881720430107527,0.8884018110804509
11,11,0.9026523297491039,0.9025061176998582,0.9026523297491039,0.9025764814182273
12,12,0.909247311827957,0.9092769763581626,0.909247311827957,0.90924389589108
13,13,0.9145519713261648,0.9148204868133081,0.9145519713261648,0.9146650064974415
14,14,0.9296057347670251,0.9299303287101435,0.9296057347670251,0.9297221446900991
15,15,0.9333333333333333,0.933686828031761,0.9333333333333333,0.9334749521364124
16,16,0.9453763440860216,0.9457560092522642,0.9453763440860216,0.9454998843624657
17,17,0.9597132616487455,0.9599864675510293,0.9597132616487455,0.9597981258869294
18,18,0.9663082437275986,0.9665743249076411,0.9663082437275986,0.9663824135585295
19,19,0.9763440860215054,0.9764751659768328,0.9763440860215054,0.9763875779810448
20,20,0.9787813620071685,0.978912060931249,0.9787813620071685,0.9788215576213873
21,21,0.9825089605734767,0.9825506705104221,0.9825089605734767,0.9825190715526184
22,22,0.9822222222222222,0.9823163389550285,0.9822222222222222,0.9822515577017779
23,23,0.9870967741935484,0.9871668110525659,0.9870967741935484,0.987114344315629
24,24,0.9872401433691756,0.9872563271577912,0.9872401433691756,0.987242266362038
25,25,0.988673835125448,0.9886884998338267,0.988673835125448,0.9886746230008331
26,26,0.9901075268817204,0.9901296304271487,0.9901075268817204,0.9901141488910324
27,27,0.9896774193548387,0.9896957632429021,0.9896774193548387,0.9896825969905481
28,28,0.9895340501792115,0.9895524050127286,0.9895340501792115,0.9895401539481199
29,29,0.9875268817204301,0.9875362683837864,0.9875268817204301,0.9875297487757945
30,30,0.989247311827957,0.9892821797936714,0.989247311827957,0.9892568327782453
31,31,0.989820788530466,0.9898661184151374,0.989820788530466,0.9898327877963454
32,32,0.989820788530466,0.9898368130340204,0.989820788530466,0.989825893735505
33,33,0.9888172043010752,0.9888393882959087,0.9888172043010752,0.9888251744557913
34,34,0.9878136200716846,0.987831365338465,0.9878136200716846,0.9878206278305671
35,35,0.9895340501792115,0.9895371607402945,0.9895340501792115,0.9895345520001375
36,36,0.9903942652329749,0.9904085029528477,0.9903942652329749,0.9903991153692637
37,37,0.9893906810035842,0.9894156045068341,0.9893906810035842,0.9893990467432437
38,38,0.989820788530466,0.9898384631727197,0.989820788530466,0.9898274504913446
39,39,0.9905376344086021,0.9905698835953286,0.9905376344086021,0.9905475643665732
40,40,0.9896774193548387,0.9897203159588962,0.9896774193548387,0.9896913087582686
41,41,0.9882437275985663,0.9882862036459192,0.9882437275985663,0.9882581232980593
42,42,0.9905376344086021,0.9905567663534972,0.9905376344086021,0.9905444411016435
43,43,0.9889605734767025,0.9889785200891826,0.9889605734767025,0.9889666562427016
44,44,0.9879569892473118,0.9879686424146228,0.9879569892473118,0.9879565111652215
45,45,0.988673835125448,0.9886927954337155,0.988673835125448,0.9886795243902728
46,46,0.9882437275985663,0.9882759461784357,0.9882437275985663,0.9882555599771802
47,47,0.9891039426523297,0.9891412886309454,0.9891039426523297,0.9891142056626274
48,48,0.9865232974910394,0.9865558113139105,0.9865232974910394,0.9865361248958643
