,label_column,label_value,count_samples_in_group,percentage_above_min_value,group
6153,FA,4001672,3,0.0,NON-OUTLIER
6154,FA,4000441,5,0.0,NON-OUTLIER
6155,FA,4001922,3,0.0,NON-OUTLIER
6156,FA,4000907,3,0.0,NON-OUTLIER
6157,FA,4001414,3,0.0,NON-OUTLIER
6179,FA,4003584,3,0.0,NON-OUTLIER
6180,FA,4003772,2,0.0,NON-OUTLIER
6181,FA,4003329,12,0.0,NON-OUTLIER
6210,FA,4007532,4,0.0,NON-OUTLIER
6203,FA,4007567,2,0.0,NON-OUTLIER
6204,FA,4001456,2,0.0,NON-OUTLIER
6205,FA,4007527,5,0.0,NON-OUTLIER
6206,FA,4000570,2,0.0,NON-OUTLIER
6207,FA,4007568,3,0.0,NON-OUTLIER
6208,FA,4007514,1,0.0,NON-OUTLIER
6209,FA,4003285,6,0.0,NON-OUTLIER
6211,FA,4007534,1,0.0,NON-OUTLIER
6201,FA,4007524,1,0.0,NON-OUTLIER
6212,FA,4007537,1,0.0,NON-OUTLIER
6213,FA,4007513,1,0.0,NON-OUTLIER
6214,FA,4000476,11,0.0,NON-OUTLIER
6215,FA,4001128,26,0.0,NON-OUTLIER
6216,FA,4000529,10,0.0,NON-OUTLIER
6217,FA,4002317,12,0.0,NON-OUTLIER
6218,FA,4007531,20,0.0,NON-OUTLIER
6202,FA,4007525,4,0.0,NON-OUTLIER
6200,FA,4007563,2,0.0,NON-OUTLIER
6182,FA,4000949,11,0.0,NON-OUTLIER
6190,FA,4000828,10,0.0,NON-OUTLIER
6183,FA,4001739,6,0.0,NON-OUTLIER
6184,FA,4002609,4,0.0,NON-OUTLIER
6185,FA,4007566,11,0.0,NON-OUTLIER
6186,FA,4000768,4,0.0,NON-OUTLIER
6187,FA,4002084,10,0.0,NON-OUTLIER
6188,FA,4003833,3,0.0,NON-OUTLIER
6189,FA,4002123,11,0.0,NON-OUTLIER
6191,FA,4007515,2,0.0,NON-OUTLIER
6199,FA,4007522,1,0.0,NON-OUTLIER
6192,FA,4007564,3,0.0,NON-OUTLIER
6193,FA,4007518,5,0.0,NON-OUTLIER
6194,FA,4001566,6,0.0,NON-OUTLIER
6195,FA,4007520,4,0.0,NON-OUTLIER
6196,FA,4001142,8,0.0,NON-OUTLIER
6197,FA,4007521,2,0.0,NON-OUTLIER
6198,FA,4003598,4,0.0,NON-OUTLIER
6300,FA,4005374,4,0.0,NON-OUTLIER
6301,FA,4007645,2,0.0,NON-OUTLIER
6302,FA,4004231,2,0.0,NON-OUTLIER
6303,FA,4007474,2,0.0,NON-OUTLIER
6404,FA,4007733,1,0.0,NON-OUTLIER
6405,FA,4002440,12,0.0,NON-OUTLIER
6406,FA,4002900,4,0.0,NON-OUTLIER
6407,FA,4003002,2,0.0,NON-OUTLIER
6408,FA,4002284,2,0.0,NON-OUTLIER
6409,FA,4003944,3,0.0,NON-OUTLIER
6410,FA,4000631,3,0.0,NON-OUTLIER
6411,FA,4001052,3,0.0,NON-OUTLIER
6412,FA,4002352,3,0.0,NON-OUTLIER
6413,FA,4004050,54,0.0,NON-OUTLIER
6414,FA,4002110,16,0.0,NON-OUTLIER
6415,FA,4001152,4,0.0,NON-OUTLIER
6416,FA,4000938,6,0.0,NON-OUTLIER
6417,FA,4003064,14,0.0,NON-OUTLIER
6418,FA,4000518,8,0.0,NON-OUTLIER
6419,FA,4002326,2,0.0,NON-OUTLIER
6420,FA,4001806,2,0.0,NON-OUTLIER
6403,FA,4000276,1,0.0,NON-OUTLIER
6402,FA,4004004,4,0.0,NON-OUTLIER
6401,FA,4003991,4,0.0,NON-OUTLIER
6391,FA,4006839,1,0.0,NON-OUTLIER
6384,FA,4007275,3,0.0,NON-OUTLIER
6385,FA,4007659,3,0.0,NON-OUTLIER
6386,FA,4007272,3,0.0,NON-OUTLIER
6387,FA,4004294,3,0.0,NON-OUTLIER
6388,FA,4005212,1,0.0,NON-OUTLIER
6389,FA,4004669,2,0.0,NON-OUTLIER
6390,FA,4004296,1,0.0,NON-OUTLIER
6392,FA,4000749,33,0.0,NON-OUTLIER
6400,FA,4003987,5,0.0,NON-OUTLIER
6393,FA,4001527,12,0.0,NON-OUTLIER
6394,FA,4007753,2,0.0,NON-OUTLIER
6395,FA,4001331,4,0.0,NON-OUTLIER
6396,FA,4003886,5,0.0,NON-OUTLIER
6397,FA,4003178,2,0.0,NON-OUTLIER
6398,FA,4003982,21,0.0,NON-OUTLIER
6399,FA,4003989,6,0.0,NON-OUTLIER
6421,FA,4007665,2,0.0,NON-OUTLIER
6422,FA,4003929,2,0.0,NON-OUTLIER
6423,FA,4001089,3,0.0,NON-OUTLIER
6452,FA,4003634,48,0.0,NON-OUTLIER
6445,FA,4000592,2,0.0,NON-OUTLIER
6446,FA,4000584,2,0.0,NON-OUTLIER
6447,FA,4002066,18,0.0,NON-OUTLIER
6448,FA,4000517,3,0.0,NON-OUTLIER
6449,FA,4003696,3,0.0,NON-OUTLIER
6450,FA,4000623,15,0.0,NON-OUTLIER
6451,FA,4002373,1,0.0,NON-OUTLIER
6453,FA,4007754,1,0.0,NON-OUTLIER
6443,FA,4001033,7,0.0,NON-OUTLIER
6454,FA,4004014,25,0.0,NON-OUTLIER
6455,FA,4003544,9,0.0,NON-OUTLIER
6456,FA,4003913,3,0.0,NON-OUTLIER
6457,FA,4000640,6,0.0,NON-OUTLIER
6458,FA,4003914,2,0.0,NON-OUTLIER
6459,FA,4000715,4,0.0,NON-OUTLIER
6460,FA,4002279,3,0.0,NON-OUTLIER
6444,FA,4000582,16,0.0,NON-OUTLIER
6442,FA,4001209,28,0.0,NON-OUTLIER
6424,FA,4007666,1,0.0,NON-OUTLIER
6432,FA,4000906,8,0.0,NON-OUTLIER
6425,FA,4000748,8,0.0,NON-OUTLIER
6426,FA,4002092,10,0.0,NON-OUTLIER
6427,FA,4003387,14,0.0,NON-OUTLIER
6428,FA,4002471,8,0.0,NON-OUTLIER
6429,FA,4003990,4,0.0,NON-OUTLIER
6430,FA,4001029,3,0.0,NON-OUTLIER
6431,FA,4003997,27,0.0,NON-OUTLIER
6433,FA,4003999,2,0.0,NON-OUTLIER
6441,FA,4003240,8,0.0,NON-OUTLIER
6434,FA,4004005,14,0.0,NON-OUTLIER
6435,FA,4001163,7,0.0,NON-OUTLIER
6436,FA,4003198,44,0.0,NON-OUTLIER
6437,FA,4004007,24,0.0,NON-OUTLIER
6438,FA,4003859,1,0.0,NON-OUTLIER
6439,FA,4000587,18,0.0,NON-OUTLIER
6440,FA,4000590,2,0.0,NON-OUTLIER
6383,FA,4005595,1,0.0,NON-OUTLIER
6382,FA,4007664,1,0.0,NON-OUTLIER
6381,FA,4007663,1,0.0,NON-OUTLIER
6331,FA,4007373,1,0.0,NON-OUTLIER
6324,FA,4000718,4,0.0,NON-OUTLIER
6325,FA,4002878,6,0.0,NON-OUTLIER
6326,FA,4007366,1,0.0,NON-OUTLIER
6327,FA,4001199,2,0.0,NON-OUTLIER
6328,FA,4000785,12,0.0,NON-OUTLIER
6329,FA,4007419,1,0.0,NON-OUTLIER
6330,FA,4003075,7,0.0,NON-OUTLIER
6332,FA,4003436,7,0.0,NON-OUTLIER
6322,FA,4000563,14,0.0,NON-OUTLIER
6333,FA,4004396,4,0.0,NON-OUTLIER
6334,FA,4004251,1,0.0,NON-OUTLIER
6335,FA,4006027,3,0.0,NON-OUTLIER
6336,FA,4007655,1,0.0,NON-OUTLIER
6337,FA,4007396,2,0.0,NON-OUTLIER
6338,FA,4007029,2,0.0,NON-OUTLIER
6339,FA,4007656,1,0.0,NON-OUTLIER
6323,FA,4007429,4,0.0,NON-OUTLIER
6321,FA,4007654,1,0.0,NON-OUTLIER
6341,FA,4007315,1,0.0,NON-OUTLIER
6311,FA,4007649,1,0.0,NON-OUTLIER
6304,FA,4007646,2,0.0,NON-OUTLIER
6305,FA,4007483,4,0.0,NON-OUTLIER
6306,FA,4003354,18,0.0,NON-OUTLIER
6307,FA,4007647,1,0.0,NON-OUTLIER
6308,FA,4007648,1,0.0,NON-OUTLIER
6309,FA,4007447,3,0.0,NON-OUTLIER
6310,FA,4003850,11,0.0,NON-OUTLIER
6312,FA,4007650,1,0.0,NON-OUTLIER
6320,FA,4007341,5,0.0,NON-OUTLIER
6313,FA,4007386,2,0.0,NON-OUTLIER
6314,FA,4007651,1,0.0,NON-OUTLIER
6315,FA,4007652,3,0.0,NON-OUTLIER
6316,FA,4001443,2,0.0,NON-OUTLIER
6317,FA,4001899,6,0.0,NON-OUTLIER
6318,FA,4007653,2,0.0,NON-OUTLIER
6319,FA,4003238,14,0.0,NON-OUTLIER
6340,FA,4007368,2,0.0,NON-OUTLIER
6342,FA,4004289,1,0.0,NON-OUTLIER
6380,FA,4007662,1,0.0,NON-OUTLIER
6371,FA,4007179,2,0.0,NON-OUTLIER
6364,FA,4007283,2,0.0,NON-OUTLIER
6365,FA,4004031,25,0.0,NON-OUTLIER
6366,FA,4004297,2,0.0,NON-OUTLIER
6367,FA,4005880,1,0.0,NON-OUTLIER
6368,FA,4004299,2,0.0,NON-OUTLIER
6369,FA,4006953,26,0.0,NON-OUTLIER
6370,FA,4004524,1,0.0,NON-OUTLIER
6372,FA,4004300,1,0.0,NON-OUTLIER
6362,FA,4007409,2,0.0,NON-OUTLIER
6373,FA,4007658,2,0.0,NON-OUTLIER
6374,FA,4007660,1,0.0,NON-OUTLIER
6375,FA,4006670,1,0.0,NON-OUTLIER
6376,FA,4004304,3,0.0,NON-OUTLIER
6377,FA,4007661,6,0.0,NON-OUTLIER
6378,FA,4001130,8,0.0,NON-OUTLIER
6379,FA,4004978,1,0.0,NON-OUTLIER
6363,FA,4007399,1,0.0,NON-OUTLIER
6361,FA,4000841,18,0.0,NON-OUTLIER
6343,FA,4007364,1,0.0,NON-OUTLIER
6351,FA,4007343,2,0.0,NON-OUTLIER
6344,FA,4004810,1,0.0,NON-OUTLIER
6345,FA,4006687,1,0.0,NON-OUTLIER
6346,FA,4003707,24,0.0,NON-OUTLIER
6347,FA,4007336,3,0.0,NON-OUTLIER
6348,FA,4004292,1,0.0,NON-OUTLIER
6349,FA,4007353,3,0.0,NON-OUTLIER
6350,FA,4004293,18,0.0,NON-OUTLIER
6352,FA,4007657,1,0.0,NON-OUTLIER
6360,FA,4007385,1,0.0,NON-OUTLIER
6353,FA,4001289,14,0.0,NON-OUTLIER
6354,FA,4007291,14,0.0,NON-OUTLIER
6355,FA,4002865,5,0.0,NON-OUTLIER
6356,FA,4002902,2,0.0,NON-OUTLIER
6357,FA,4000967,5,0.0,NON-OUTLIER
6358,FA,4002695,33,0.0,NON-OUTLIER
6359,FA,4007335,3,0.0,NON-OUTLIER
6141,FA,4007639,1,0.0,NON-OUTLIER
6139,FA,4002864,6,0.0,NON-OUTLIER
5818,FA,4006475,4,0.0,NON-OUTLIER
5898,FA,4007617,1,0.0,NON-OUTLIER
5920,FA,4002936,3,0.0,NON-OUTLIER
5921,FA,4003241,3,0.0,NON-OUTLIER
5922,FA,4004910,2,0.0,NON-OUTLIER
5923,FA,4007619,2,0.0,NON-OUTLIER
5924,FA,4000144,17,0.0,NON-OUTLIER
5925,FA,4007620,2,0.0,NON-OUTLIER
5926,FA,4000249,2,0.0,NON-OUTLIER
5927,FA,4006975,8,0.0,NON-OUTLIER
5928,FA,4000203,1,0.0,NON-OUTLIER
5929,FA,4000290,2,0.0,NON-OUTLIER
5930,FA,4005051,2,0.0,NON-OUTLIER
5931,FA,4005049,6,0.0,NON-OUTLIER
5932,FA,4004930,3,0.0,NON-OUTLIER
5933,FA,4004207,2,0.0,NON-OUTLIER
5934,FA,4004830,1,0.0,NON-OUTLIER
5935,FA,4004208,1,0.0,NON-OUTLIER
5936,FA,4004209,1,0.0,NON-OUTLIER
5919,FA,4000723,6,0.0,NON-OUTLIER
5918,FA,4004205,11,0.0,NON-OUTLIER
5917,FA,4000313,49,0.0,NON-OUTLIER
5907,FA,4005043,4,0.0,NON-OUTLIER
5900,FA,4005373,1,0.0,NON-OUTLIER
5901,FA,4005371,1,0.0,NON-OUTLIER
5902,FA,4005375,1,0.0,NON-OUTLIER
5903,FA,4005376,1,0.0,NON-OUTLIER
5904,FA,4005372,1,0.0,NON-OUTLIER
5905,FA,4000220,2,0.0,NON-OUTLIER
5906,FA,4004204,1,0.0,NON-OUTLIER
5908,FA,4004206,2,0.0,NON-OUTLIER
5916,FA,4000227,6,0.0,NON-OUTLIER
5909,FA,4000286,65,0.0,NON-OUTLIER
5910,FA,4007618,1,0.0,NON-OUTLIER
5911,FA,4002004,6,0.0,NON-OUTLIER
5912,FA,4007347,8,0.0,NON-OUTLIER
5913,FA,4000255,2,0.0,NON-OUTLIER
5914,FA,4005065,3,0.0,NON-OUTLIER
5915,FA,4005060,2,0.0,NON-OUTLIER
5937,FA,4004210,1,0.0,NON-OUTLIER
5938,FA,4002277,2,0.0,NON-OUTLIER
5939,FA,4002831,3,0.0,NON-OUTLIER
5968,FA,4004218,2,0.0,NON-OUTLIER
5961,FA,4000275,2,0.0,NON-OUTLIER
5962,FA,4004481,11,0.0,NON-OUTLIER
5963,FA,4001505,12,0.0,NON-OUTLIER
5964,FA,4000273,1,0.0,NON-OUTLIER
5965,FA,4000363,3,0.0,NON-OUTLIER
5966,FA,4004217,1,0.0,NON-OUTLIER
5967,FA,4000270,1,0.0,NON-OUTLIER
5969,FA,4001942,14,0.0,NON-OUTLIER
5959,FA,4000268,1,0.0,NON-OUTLIER
5970,FA,4000364,1,0.0,NON-OUTLIER
5971,FA,4004528,7,0.0,NON-OUTLIER
5972,FA,4004504,3,0.0,NON-OUTLIER
5973,FA,4004541,4,0.0,NON-OUTLIER
5974,FA,4005404,2,0.0,NON-OUTLIER
5975,FA,4007622,1,0.0,NON-OUTLIER
5976,FA,4004220,3,0.0,NON-OUTLIER
5960,FA,4004216,2,0.0,NON-OUTLIER
5958,FA,4005127,1,0.0,NON-OUTLIER
5940,FA,4004785,2,0.0,NON-OUTLIER
5948,FA,4004213,2,0.0,NON-OUTLIER
5941,FA,4007621,1,0.0,NON-OUTLIER
5942,FA,4004693,2,0.0,NON-OUTLIER
5943,FA,4000058,1,0.0,NON-OUTLIER
5944,FA,4006438,2,0.0,NON-OUTLIER
5945,FA,4004560,2,0.0,NON-OUTLIER
5946,FA,4004211,1,0.0,NON-OUTLIER
5947,FA,4000142,2,0.0,NON-OUTLIER
5949,FA,4004529,2,0.0,NON-OUTLIER
5957,FA,4004519,5,0.0,NON-OUTLIER
5950,FA,4004214,2,0.0,NON-OUTLIER
5951,FA,4004527,2,0.0,NON-OUTLIER
5952,FA,4000163,1,0.0,NON-OUTLIER
5953,FA,4004215,2,0.0,NON-OUTLIER
5954,FA,4004523,2,0.0,NON-OUTLIER
5955,FA,4004305,2,0.0,NON-OUTLIER
5956,FA,4000264,6,0.0,NON-OUTLIER
5899,FA,4004203,1,0.0,NON-OUTLIER
5897,FA,4003319,13,0.0,NON-OUTLIER
6138,FA,4002730,2,0.0,NON-OUTLIER
5896,FA,4005969,1,0.0,NON-OUTLIER
5839,FA,4004183,1,0.0,NON-OUTLIER
5840,FA,4004185,2,0.0,NON-OUTLIER
5841,FA,4004186,2,0.0,NON-OUTLIER
5842,FA,4005805,2,0.0,NON-OUTLIER
5843,FA,4001436,4,0.0,NON-OUTLIER
5844,FA,4004187,1,0.0,NON-OUTLIER
5845,FA,4004896,1,0.0,NON-OUTLIER
5846,FA,4004605,16,0.0,NON-OUTLIER
5847,FA,4004867,3,0.0,NON-OUTLIER
5848,FA,4000355,2,0.0,NON-OUTLIER
5849,FA,4004602,10,0.0,NON-OUTLIER
5850,FA,4000853,14,0.0,NON-OUTLIER
5851,FA,4002242,12,0.0,NON-OUTLIER
5852,FA,4003402,4,0.0,NON-OUTLIER
5853,FA,4000356,1,0.0,NON-OUTLIER
5854,FA,4000357,2,0.0,NON-OUTLIER
5855,FA,4004188,5,0.0,NON-OUTLIER
5838,FA,4006297,2,0.0,NON-OUTLIER
5837,FA,4000154,9,0.0,NON-OUTLIER
5836,FA,4006042,3,0.0,NON-OUTLIER
5826,FA,4003031,2,0.0,NON-OUTLIER
5819,FA,4006521,5,0.0,NON-OUTLIER
5820,FA,4001668,8,0.0,NON-OUTLIER
5821,FA,4000351,1,0.0,NON-OUTLIER
5822,FA,4004181,2,0.0,NON-OUTLIER
5823,FA,4000352,1,0.0,NON-OUTLIER
5824,FA,4007730,15,0.0,NON-OUTLIER
5825,FA,4007451,1,0.0,NON-OUTLIER
5827,FA,4003998,5,0.0,NON-OUTLIER
5835,FA,4006040,5,0.0,NON-OUTLIER
5828,FA,4000221,3,0.0,NON-OUTLIER
5829,FA,4000241,19,0.0,NON-OUTLIER
5830,FA,4007613,1,0.0,NON-OUTLIER
5831,FA,4003161,2,0.0,NON-OUTLIER
5832,FA,4000825,3,0.0,NON-OUTLIER
5833,FA,4004182,1,0.0,NON-OUTLIER
5834,FA,4005580,4,0.0,NON-OUTLIER
5856,FA,4000358,16,0.0,NON-OUTLIER
5857,FA,4006261,3,0.0,NON-OUTLIER
5858,FA,4000909,7,0.0,NON-OUTLIER
5887,FA,4002954,14,0.0,NON-OUTLIER
5880,FA,4005115,4,0.0,NON-OUTLIER
5881,FA,4005040,2,0.0,NON-OUTLIER
5882,FA,4003559,2,0.0,NON-OUTLIER
5883,FA,4000309,4,0.0,NON-OUTLIER
5884,FA,4004198,5,0.0,NON-OUTLIER
5885,FA,4007233,1,0.0,NON-OUTLIER
5886,FA,4004201,1,0.0,NON-OUTLIER
5888,FA,4004977,3,0.0,NON-OUTLIER
5878,FA,4006669,2,0.0,NON-OUTLIER
5889,FA,4000149,5,0.0,NON-OUTLIER
5890,FA,4004202,1,0.0,NON-OUTLIER
5891,FA,4007615,1,0.0,NON-OUTLIER
5892,FA,4000294,35,0.0,NON-OUTLIER
5893,FA,4005261,1,0.0,NON-OUTLIER
5894,FA,4000319,5,0.0,NON-OUTLIER
5895,FA,4007616,1,0.0,NON-OUTLIER
5879,FA,4004196,1,0.0,NON-OUTLIER
5877,FA,4004195,2,0.0,NON-OUTLIER
5859,FA,4000359,3,0.0,NON-OUTLIER
5867,FA,4000420,4,0.0,NON-OUTLIER
5860,FA,4004190,2,0.0,NON-OUTLIER
5861,FA,4000353,4,0.0,NON-OUTLIER
5862,FA,4001978,7,0.0,NON-OUTLIER
5863,FA,4004191,1,0.0,NON-OUTLIER
5864,FA,4000234,6,0.0,NON-OUTLIER
5865,FA,4001996,12,0.0,NON-OUTLIER
5866,FA,4002752,3,0.0,NON-OUTLIER
5868,FA,4004192,1,0.0,NON-OUTLIER
5876,FA,4000303,18,0.0,NON-OUTLIER
5869,FA,4003581,2,0.0,NON-OUTLIER
5870,FA,4000143,1,0.0,NON-OUTLIER
5871,FA,4003951,4,0.0,NON-OUTLIER
5872,FA,4000187,7,0.0,NON-OUTLIER
5873,FA,4007614,1,0.0,NON-OUTLIER
5874,FA,4004194,2,0.0,NON-OUTLIER
5875,FA,4002896,4,0.0,NON-OUTLIER
5977,FA,4007407,3,0.0,NON-OUTLIER
5978,FA,4004544,2,0.0,NON-OUTLIER
5979,FA,4005201,2,0.0,NON-OUTLIER
5980,FA,4005232,1,0.0,NON-OUTLIER
6081,FA,4005564,3,0.0,NON-OUTLIER
6082,FA,4005594,2,0.0,NON-OUTLIER
6083,FA,4002597,13,0.0,NON-OUTLIER
6084,FA,4006588,8,0.0,NON-OUTLIER
6085,FA,4003481,3,0.0,NON-OUTLIER
6086,FA,4004268,1,0.0,NON-OUTLIER
6087,FA,4005664,7,0.0,NON-OUTLIER
6088,FA,4004269,3,0.0,NON-OUTLIER
6089,FA,4005326,1,0.0,NON-OUTLIER
6090,FA,4006305,1,0.0,NON-OUTLIER
6091,FA,4000655,24,0.0,NON-OUTLIER
6092,FA,4000838,5,0.0,NON-OUTLIER
6093,FA,4005804,2,0.0,NON-OUTLIER
6094,FA,4005681,2,0.0,NON-OUTLIER
6095,FA,4003651,10,0.0,NON-OUTLIER
6096,FA,4006021,3,0.0,NON-OUTLIER
6097,FA,4004562,1,0.0,NON-OUTLIER
6080,FA,4005510,2,0.0,NON-OUTLIER
6079,FA,4005973,2,0.0,NON-OUTLIER
6078,FA,4001588,5,0.0,NON-OUTLIER
6068,FA,4002665,9,0.0,NON-OUTLIER
6061,FA,4002234,35,0.0,NON-OUTLIER
6062,FA,4004238,2,0.0,NON-OUTLIER
6063,FA,4000373,7,0.0,NON-OUTLIER
6064,FA,4007623,2,0.0,NON-OUTLIER
6065,FA,4000666,9,0.0,NON-OUTLIER
6066,FA,4004239,2,0.0,NON-OUTLIER
6067,FA,4004240,1,0.0,NON-OUTLIER
6069,FA,4000375,35,0.0,NON-OUTLIER
6077,FA,4006614,4,0.0,NON-OUTLIER
6070,FA,4007624,2,0.0,NON-OUTLIER
6071,FA,4005192,2,0.0,NON-OUTLIER
6072,FA,4002605,33,0.0,NON-OUTLIER
6073,FA,4003883,5,0.0,NON-OUTLIER
6074,FA,4004265,1,0.0,NON-OUTLIER
6075,FA,4004264,2,0.0,NON-OUTLIER
6076,FA,4004266,2,0.0,NON-OUTLIER
6098,FA,4004277,1,0.0,NON-OUTLIER
6099,FA,4004295,1,0.0,NON-OUTLIER
6100,FA,4004246,2,0.0,NON-OUTLIER
6129,FA,4004048,7,0.0,NON-OUTLIER
6122,FA,4003933,23,0.0,NON-OUTLIER
6123,FA,4007636,1,0.0,NON-OUTLIER
6124,FA,4003589,2,0.0,NON-OUTLIER
6125,FA,4004025,57,0.0,NON-OUTLIER
6126,FA,4000412,3,0.0,NON-OUTLIER
6127,FA,4001361,5,0.0,NON-OUTLIER
6128,FA,4004047,9,0.0,NON-OUTLIER
6130,FA,4000381,4,0.0,NON-OUTLIER
6120,FA,4007635,1,0.0,NON-OUTLIER
6131,FA,4000382,15,0.0,NON-OUTLIER
6132,FA,4000383,18,0.0,NON-OUTLIER
6133,FA,4002490,14,0.0,NON-OUTLIER
6134,FA,4000384,9,0.0,NON-OUTLIER
6135,FA,4002688,2,0.0,NON-OUTLIER
6136,FA,4007638,1,0.0,NON-OUTLIER
6137,FA,4002570,5,0.0,NON-OUTLIER
6121,FA,4000454,4,0.0,NON-OUTLIER
6119,FA,4000446,4,0.0,NON-OUTLIER
6101,FA,4005177,1,0.0,NON-OUTLIER
6109,FA,4003429,4,0.0,NON-OUTLIER
6102,FA,4007631,1,0.0,NON-OUTLIER
6103,FA,4007632,1,0.0,NON-OUTLIER
6104,FA,4007633,1,0.0,NON-OUTLIER
6105,FA,4004278,3,0.0,NON-OUTLIER
6106,FA,4004281,3,0.0,NON-OUTLIER
6107,FA,4000535,7,0.0,NON-OUTLIER
6108,FA,4001796,4,0.0,NON-OUTLIER
6110,FA,4000607,2,0.0,NON-OUTLIER
6118,FA,4000428,2,0.0,NON-OUTLIER
6111,FA,4001001,4,0.0,NON-OUTLIER
6112,FA,4004284,1,0.0,NON-OUTLIER
6113,FA,4002216,7,0.0,NON-OUTLIER
6114,FA,4004286,2,0.0,NON-OUTLIER
6115,FA,4004287,3,0.0,NON-OUTLIER
6116,FA,4007634,2,0.0,NON-OUTLIER
6117,FA,4001645,2,0.0,NON-OUTLIER
6060,FA,4000372,1,0.0,NON-OUTLIER
6059,FA,4004263,1,0.0,NON-OUTLIER
6058,FA,4005044,3,0.0,NON-OUTLIER
6008,FA,4000362,9,0.0,NON-OUTLIER
6001,FA,4005426,4,0.0,NON-OUTLIER
6002,FA,4004227,1,0.0,NON-OUTLIER
6003,FA,4004228,1,0.0,NON-OUTLIER
6004,FA,4004618,3,0.0,NON-OUTLIER
6005,FA,4003996,2,0.0,NON-OUTLIER
6006,FA,4004633,3,0.0,NON-OUTLIER
6007,FA,4000367,1,0.0,NON-OUTLIER
6009,FA,4004245,1,0.0,NON-OUTLIER
5999,FA,4005378,4,0.0,NON-OUTLIER
6010,FA,4006579,2,0.0,NON-OUTLIER
6011,FA,4004624,2,0.0,NON-OUTLIER
6012,FA,4004248,1,0.0,NON-OUTLIER
6013,FA,4004226,8,0.0,NON-OUTLIER
6014,FA,4007519,6,0.0,NON-OUTLIER
6015,FA,4007625,1,0.0,NON-OUTLIER
6016,FA,4004249,2,0.0,NON-OUTLIER
6000,FA,4005362,1,0.0,NON-OUTLIER
5998,FA,4000361,14,0.0,NON-OUTLIER
6018,FA,4000376,17,0.0,NON-OUTLIER
5988,FA,4005289,2,0.0,NON-OUTLIER
5981,FA,4004547,2,0.0,NON-OUTLIER
5982,FA,4004610,4,0.0,NON-OUTLIER
5983,FA,4004575,2,0.0,NON-OUTLIER
5984,FA,4004241,1,0.0,NON-OUTLIER
5985,FA,4004242,1,0.0,NON-OUTLIER
5986,FA,4004224,4,0.0,NON-OUTLIER
5987,FA,4004579,3,0.0,NON-OUTLIER
5989,FA,4004222,2,0.0,NON-OUTLIER
5997,FA,4004818,1,0.0,NON-OUTLIER
5990,FA,4000360,7,0.0,NON-OUTLIER
5991,FA,4004243,1,0.0,NON-OUTLIER
5992,FA,4004225,1,0.0,NON-OUTLIER
5993,FA,4004244,1,0.0,NON-OUTLIER
5994,FA,4004616,4,0.0,NON-OUTLIER
5995,FA,4004223,1,0.0,NON-OUTLIER
5996,FA,4005361,1,0.0,NON-OUTLIER
6017,FA,4004250,1,0.0,NON-OUTLIER
6019,FA,4007735,2,0.0,NON-OUTLIER
6057,FA,4004235,2,0.0,NON-OUTLIER
6048,FA,4004260,1,0.0,NON-OUTLIER
6041,FA,4004997,2,0.0,NON-OUTLIER
6042,FA,4004836,2,0.0,NON-OUTLIER
6043,FA,4004801,2,0.0,NON-OUTLIER
6044,FA,4000368,1,0.0,NON-OUTLIER
6045,FA,4004258,1,0.0,NON-OUTLIER
6046,FA,4004259,2,0.0,NON-OUTLIER
6047,FA,4004884,7,0.0,NON-OUTLIER
6049,FA,4007630,8,0.0,NON-OUTLIER
6039,FA,4000371,1,0.0,NON-OUTLIER
6050,FA,4007628,8,0.0,NON-OUTLIER
6051,FA,4005026,3,0.0,NON-OUTLIER
6052,FA,4007629,8,0.0,NON-OUTLIER
6053,FA,4005418,8,0.0,NON-OUTLIER
6054,FA,4004233,2,0.0,NON-OUTLIER
6055,FA,4004262,6,0.0,NON-OUTLIER
6056,FA,4003365,6,0.0,NON-OUTLIER
6040,FA,4005550,2,0.0,NON-OUTLIER
6038,FA,4004232,4,0.0,NON-OUTLIER
6020,FA,4004255,2,0.0,NON-OUTLIER
6028,FA,4004800,4,0.0,NON-OUTLIER
6021,FA,4004645,2,0.0,NON-OUTLIER
6022,FA,4006360,1,0.0,NON-OUTLIER
6023,FA,4006594,3,0.0,NON-OUTLIER
6024,FA,4004674,2,0.0,NON-OUTLIER
6025,FA,4006999,1,0.0,NON-OUTLIER
6026,FA,4000370,13,0.0,NON-OUTLIER
6027,FA,4005895,7,0.0,NON-OUTLIER
6029,FA,4001222,4,0.0,NON-OUTLIER
6037,FA,4004257,1,0.0,NON-OUTLIER
6030,FA,4000591,29,0.0,NON-OUTLIER
6031,FA,4005542,2,0.0,NON-OUTLIER
6032,FA,4004230,1,0.0,NON-OUTLIER
6033,FA,4004875,7,0.0,NON-OUTLIER
6034,FA,4004823,1,0.0,NON-OUTLIER
6035,FA,4005557,2,0.0,NON-OUTLIER
6036,FA,4004256,5,0.0,NON-OUTLIER
7754,FA,4001419,1,0.0,NON-OUTLIER
7755,FA,4002461,1,0.0,NON-OUTLIER
7756,FA,4001703,4,0.0,NON-OUTLIER
9452,FA,4006535,2,0.0,NON-OUTLIER
9474,FA,4007149,2,0.0,NON-OUTLIER
9475,FA,4002423,2,0.0,NON-OUTLIER
9476,FA,4002719,2,0.0,NON-OUTLIER
9477,FA,4007770,5,0.0,NON-OUTLIER
