,label_column,label_value,count_samples_in_group,percentage_above_min_value,group
6858,FA,4002944,1,0.0,NON-OUTLIER
6859,FA,4003068,2,0.0,NON-OUTLIER
6860,FA,4000133,10,0.0,NON-OUTLIER
6861,FA,4003351,3,0.0,NON-OUTLIER
6862,FA,4002740,4,0.0,NON-OUTLIER
6863,FA,4003092,1,0.0,NON-OUTLIER
6864,FA,4000837,7,0.0,NON-OUTLIER
6848,FA,4003864,4,0.0,NON-OUTLIER
6846,FA,4002781,12,0.0,NON-OUTLIER
6828,FA,4001576,5,0.0,NON-OUTLIER
6836,FA,4001776,1,0.0,NON-OUTLIER
6829,FA,4003264,4,0.0,NON-OUTLIER
6830,FA,4003480,3,0.0,NON-OUTLIER
6831,FA,4003686,2,0.0,NON-OUTLIER
6832,FA,4002069,3,0.0,NON-OUTLIER
6833,FA,4000830,10,0.0,NON-OUTLIER
6834,FA,4002568,2,0.0,NON-OUTLIER
6835,FA,4003734,2,0.0,NON-OUTLIER
6837,FA,4000835,7,0.0,NON-OUTLIER
6845,FA,4007711,7,0.0,NON-OUTLIER
6838,FA,4003460,5,0.0,NON-OUTLIER
6839,FA,4000519,3,0.0,NON-OUTLIER
6840,FA,4001780,11,0.0,NON-OUTLIER
6841,FA,4003059,12,0.0,NON-OUTLIER
6842,FA,4002505,4,0.0,NON-OUTLIER
6843,FA,4003852,8,0.0,NON-OUTLIER
6844,FA,4003809,3,0.0,NON-OUTLIER
6946,FA,4002125,2,0.0,NON-OUTLIER
6948,FA,4003930,9,0.0,NON-OUTLIER
6463,FA,4003566,3,0.0,NON-OUTLIER
7029,FA,4002600,5,0.0,NON-OUTLIER
7051,FA,4002107,2,0.0,NON-OUTLIER
7052,FA,4004000,2,0.0,NON-OUTLIER
7053,FA,4003395,11,0.0,NON-OUTLIER
7054,FA,4002557,2,0.0,NON-OUTLIER
7055,FA,4003469,7,0.0,NON-OUTLIER
7056,FA,4002760,5,0.0,NON-OUTLIER
7057,FA,4003773,1,0.0,NON-OUTLIER
7058,FA,4000398,3,0.0,NON-OUTLIER
7059,FA,4000479,3,0.0,NON-OUTLIER
7060,FA,4002758,17,0.0,NON-OUTLIER
7061,FA,4000448,14,0.0,NON-OUTLIER
7062,FA,4001924,3,0.0,NON-OUTLIER
7063,FA,4000629,1,0.0,NON-OUTLIER
7064,FA,4002819,3,0.0,NON-OUTLIER
7065,FA,4002407,1,0.0,NON-OUTLIER
7066,FA,4002822,2,0.0,NON-OUTLIER
7067,FA,4007699,3,0.0,NON-OUTLIER
7050,FA,4002266,1,0.0,NON-OUTLIER
7049,FA,4001177,2,0.0,NON-OUTLIER
7048,FA,4003973,2,0.0,NON-OUTLIER
7038,FA,4002127,2,0.0,NON-OUTLIER
7031,FA,4002270,1,0.0,NON-OUTLIER
7032,FA,4007683,2,0.0,NON-OUTLIER
7033,FA,4002560,1,0.0,NON-OUTLIER
7034,FA,4002374,10,0.0,NON-OUTLIER
7035,FA,4002768,5,0.0,NON-OUTLIER
7036,FA,4002974,4,0.0,NON-OUTLIER
7037,FA,4001663,2,0.0,NON-OUTLIER
7039,FA,4002769,9,0.0,NON-OUTLIER
7047,FA,4000642,1,0.0,NON-OUTLIER
7040,FA,4003988,5,0.0,NON-OUTLIER
7041,FA,4003723,12,0.0,NON-OUTLIER
7042,FA,4003942,2,0.0,NON-OUTLIER
7043,FA,4001907,1,0.0,NON-OUTLIER
7044,FA,4000402,4,0.0,NON-OUTLIER
7045,FA,4001863,2,0.0,NON-OUTLIER
7046,FA,4000981,6,0.0,NON-OUTLIER
7068,FA,4002072,1,0.0,NON-OUTLIER
7069,FA,4002826,1,0.0,NON-OUTLIER
7070,FA,4002464,5,0.0,NON-OUTLIER
7099,FA,4003655,5,0.0,NON-OUTLIER
7092,FA,4002175,1,0.0,NON-OUTLIER
7093,FA,4002368,1,0.0,NON-OUTLIER
7094,FA,4003441,8,0.0,NON-OUTLIER
7095,FA,4003408,16,0.0,NON-OUTLIER
7096,FA,4002363,1,0.0,NON-OUTLIER
7097,FA,4003769,1,0.0,NON-OUTLIER
7098,FA,4002416,1,0.0,NON-OUTLIER
7100,FA,4001543,2,0.0,NON-OUTLIER
7090,FA,4001838,1,0.0,NON-OUTLIER
7101,FA,4001747,1,0.0,NON-OUTLIER
7102,FA,4003644,1,0.0,NON-OUTLIER
7103,FA,4002011,5,0.0,NON-OUTLIER
7104,FA,4001398,2,0.0,NON-OUTLIER
7105,FA,4002024,1,0.0,NON-OUTLIER
7106,FA,4000485,1,0.0,NON-OUTLIER
7107,FA,4001321,6,0.0,NON-OUTLIER
7091,FA,4002244,1,0.0,NON-OUTLIER
7089,FA,4002919,1,0.0,NON-OUTLIER
7071,FA,4002441,3,0.0,NON-OUTLIER
7079,FA,4002190,3,0.0,NON-OUTLIER
7072,FA,4001342,1,0.0,NON-OUTLIER
7073,FA,4003110,6,0.0,NON-OUTLIER
7074,FA,4001683,1,0.0,NON-OUTLIER
7075,FA,4002429,1,0.0,NON-OUTLIER
7076,FA,4002261,1,0.0,NON-OUTLIER
7077,FA,4002632,16,0.0,NON-OUTLIER
7078,FA,4003925,12,0.0,NON-OUTLIER
7080,FA,4001357,1,0.0,NON-OUTLIER
7088,FA,4001411,4,0.0,NON-OUTLIER
7081,FA,4001348,1,0.0,NON-OUTLIER
7082,FA,4002010,1,0.0,NON-OUTLIER
7083,FA,4001674,1,0.0,NON-OUTLIER
7084,FA,4001176,1,0.0,NON-OUTLIER
7085,FA,4003217,4,0.0,NON-OUTLIER
7086,FA,4002890,1,0.0,NON-OUTLIER
7087,FA,4003381,18,0.0,NON-OUTLIER
7030,FA,4007682,1,0.0,NON-OUTLIER
7028,FA,4003443,1,0.0,NON-OUTLIER
6949,FA,4001935,10,0.0,NON-OUTLIER
7027,FA,4003712,4,0.0,NON-OUTLIER
6970,FA,4000908,20,0.0,NON-OUTLIER
6971,FA,4003960,2,0.0,NON-OUTLIER
6972,FA,4002905,3,0.0,NON-OUTLIER
6973,FA,4003547,1,0.0,NON-OUTLIER
6974,FA,4000958,15,0.0,NON-OUTLIER
6975,FA,4003940,11,0.0,NON-OUTLIER
6976,FA,4001767,15,0.0,NON-OUTLIER
6977,FA,4001938,5,0.0,NON-OUTLIER
6978,FA,4000502,1,0.0,NON-OUTLIER
6979,FA,4003219,11,0.0,NON-OUTLIER
6980,FA,4001185,6,0.0,NON-OUTLIER
6981,FA,4002575,6,0.0,NON-OUTLIER
6982,FA,4001655,6,0.0,NON-OUTLIER
6983,FA,4004029,2,0.0,NON-OUTLIER
6984,FA,4002020,3,0.0,NON-OUTLIER
6985,FA,4001967,3,0.0,NON-OUTLIER
6986,FA,4002703,4,0.0,NON-OUTLIER
6969,FA,4002408,1,0.0,NON-OUTLIER
6968,FA,4003560,4,0.0,NON-OUTLIER
6967,FA,4003724,11,0.0,NON-OUTLIER
6957,FA,4000795,5,0.0,NON-OUTLIER
6950,FA,4002722,1,0.0,NON-OUTLIER
6951,FA,4003671,4,0.0,NON-OUTLIER
6952,FA,4003621,4,0.0,NON-OUTLIER
6953,FA,4001228,5,0.0,NON-OUTLIER
6954,FA,4003256,3,0.0,NON-OUTLIER
6955,FA,4003728,2,0.0,NON-OUTLIER
6956,FA,4001845,6,0.0,NON-OUTLIER
6958,FA,4001262,4,0.0,NON-OUTLIER
6966,FA,4003916,2,0.0,NON-OUTLIER
6959,FA,4001310,4,0.0,NON-OUTLIER
6960,FA,4003776,1,0.0,NON-OUTLIER
6961,FA,4003753,1,0.0,NON-OUTLIER
6962,FA,4001215,2,0.0,NON-OUTLIER
6963,FA,4001358,1,0.0,NON-OUTLIER
6964,FA,4003909,1,0.0,NON-OUTLIER
6965,FA,4003672,7,0.0,NON-OUTLIER
6987,FA,4000698,4,0.0,NON-OUTLIER
6988,FA,4001841,5,0.0,NON-OUTLIER
6989,FA,4000632,1,0.0,NON-OUTLIER
7018,FA,4002219,3,0.0,NON-OUTLIER
7011,FA,4001844,2,0.0,NON-OUTLIER
7012,FA,4000885,14,0.0,NON-OUTLIER
7013,FA,4001404,4,0.0,NON-OUTLIER
7014,FA,4001802,1,0.0,NON-OUTLIER
7015,FA,4003827,1,0.0,NON-OUTLIER
7016,FA,4000538,2,0.0,NON-OUTLIER
7017,FA,4001055,7,0.0,NON-OUTLIER
7019,FA,4000567,8,0.0,NON-OUTLIER
7009,FA,4001053,1,0.0,NON-OUTLIER
7020,FA,4003687,4,0.0,NON-OUTLIER
7021,FA,4000484,4,0.0,NON-OUTLIER
7022,FA,4003732,3,0.0,NON-OUTLIER
7023,FA,4000542,2,0.0,NON-OUTLIER
7024,FA,4003950,4,0.0,NON-OUTLIER
7025,FA,4003981,4,0.0,NON-OUTLIER
7026,FA,4001933,2,0.0,NON-OUTLIER
7010,FA,4000969,5,0.0,NON-OUTLIER
7008,FA,4000536,1,0.0,NON-OUTLIER
6990,FA,4001243,1,0.0,NON-OUTLIER
6998,FA,4000661,9,0.0,NON-OUTLIER
6991,FA,4000596,2,0.0,NON-OUTLIER
6992,FA,4001374,5,0.0,NON-OUTLIER
6993,FA,4001439,10,0.0,NON-OUTLIER
6994,FA,4003725,2,0.0,NON-OUTLIER
6995,FA,4003716,1,0.0,NON-OUTLIER
6996,FA,4000919,32,0.0,NON-OUTLIER
6997,FA,4001198,2,0.0,NON-OUTLIER
6999,FA,4000673,3,0.0,NON-OUTLIER
7007,FA,4001285,1,0.0,NON-OUTLIER
7000,FA,4002208,7,0.0,NON-OUTLIER
7001,FA,4002914,4,0.0,NON-OUTLIER
7002,FA,4001995,5,0.0,NON-OUTLIER
7003,FA,4001553,2,0.0,NON-OUTLIER
7004,FA,4001695,3,0.0,NON-OUTLIER
7005,FA,4002780,13,0.0,NON-OUTLIER
7006,FA,4003147,9,0.0,NON-OUTLIER
6787,FA,4000856,10,0.0,NON-OUTLIER
6786,FA,4001329,1,0.0,NON-OUTLIER
6785,FA,4000832,6,0.0,NON-OUTLIER
6544,FA,4002306,2,0.0,NON-OUTLIER
6566,FA,4007680,1,0.0,NON-OUTLIER
6567,FA,4001119,3,0.0,NON-OUTLIER
6568,FA,4002515,2,0.0,NON-OUTLIER
6569,FA,4007677,4,0.0,NON-OUTLIER
6570,FA,4004334,1,0.0,NON-OUTLIER
6571,FA,4004335,1,0.0,NON-OUTLIER
6572,FA,4000709,4,0.0,NON-OUTLIER
6573,FA,4003427,9,0.0,NON-OUTLIER
6574,FA,4004337,2,0.0,NON-OUTLIER
6575,FA,4004338,1,0.0,NON-OUTLIER
6576,FA,4000710,3,0.0,NON-OUTLIER
6577,FA,4000707,3,0.0,NON-OUTLIER
6578,FA,4004340,1,0.0,NON-OUTLIER
6579,FA,4002365,5,0.0,NON-OUTLIER
6580,FA,4004342,6,0.0,NON-OUTLIER
6581,FA,4001091,5,0.0,NON-OUTLIER
6582,FA,4004012,4,0.0,NON-OUTLIER
6565,FA,4000706,1,0.0,NON-OUTLIER
6564,FA,4002930,1,0.0,NON-OUTLIER
6563,FA,4000704,9,0.0,NON-OUTLIER
6553,FA,4003507,3,0.0,NON-OUTLIER
6546,FA,4003451,4,0.0,NON-OUTLIER
6547,FA,4000697,1,0.0,NON-OUTLIER
6548,FA,4004325,2,0.0,NON-OUTLIER
6549,FA,4004326,1,0.0,NON-OUTLIER
6550,FA,4000769,3,0.0,NON-OUTLIER
6551,FA,4004329,1,0.0,NON-OUTLIER
6552,FA,4004330,1,0.0,NON-OUTLIER
6554,FA,4002802,3,0.0,NON-OUTLIER
6562,FA,4004333,4,0.0,NON-OUTLIER
6555,FA,4004331,1,0.0,NON-OUTLIER
6556,FA,4004332,3,0.0,NON-OUTLIER
6557,FA,4002178,8,0.0,NON-OUTLIER
6558,FA,4000831,1,0.0,NON-OUTLIER
6559,FA,4007712,4,0.0,NON-OUTLIER
6560,FA,4002047,30,0.0,NON-OUTLIER
6561,FA,4000740,5,0.0,NON-OUTLIER
6583,FA,4000435,5,0.0,NON-OUTLIER
6584,FA,4007675,1,0.0,NON-OUTLIER
6585,FA,4003553,1,0.0,NON-OUTLIER
6614,FA,4004714,1,0.0,NON-OUTLIER
6607,FA,4004308,1,0.0,NON-OUTLIER
6608,FA,4004307,2,0.0,NON-OUTLIER
6609,FA,4003870,3,0.0,NON-OUTLIER
6610,FA,4004309,2,0.0,NON-OUTLIER
6611,FA,4004359,2,0.0,NON-OUTLIER
6612,FA,4004345,1,0.0,NON-OUTLIER
6613,FA,4002041,4,0.0,NON-OUTLIER
6615,FA,4003714,3,0.0,NON-OUTLIER
6605,FA,4003262,1,0.0,NON-OUTLIER
6616,FA,4004360,1,0.0,NON-OUTLIER
6617,FA,4004310,1,0.0,NON-OUTLIER
6618,FA,4003622,25,0.0,NON-OUTLIER
6619,FA,4004358,2,0.0,NON-OUTLIER
6620,FA,4000717,10,0.0,NON-OUTLIER
6621,FA,4004361,1,0.0,NON-OUTLIER
6622,FA,4004314,1,0.0,NON-OUTLIER
6606,FA,4006166,3,0.0,NON-OUTLIER
6604,FA,4003984,3,0.0,NON-OUTLIER
6586,FA,4007676,1,0.0,NON-OUTLIER
6594,FA,4001822,2,0.0,NON-OUTLIER
6587,FA,4003588,2,0.0,NON-OUTLIER
6588,FA,4001813,4,0.0,NON-OUTLIER
6589,FA,4004343,1,0.0,NON-OUTLIER
6590,FA,4004344,2,0.0,NON-OUTLIER
6591,FA,4001104,4,0.0,NON-OUTLIER
6592,FA,4004347,2,0.0,NON-OUTLIER
6593,FA,4007678,1,0.0,NON-OUTLIER
6595,FA,4004350,1,0.0,NON-OUTLIER
6603,FA,4006690,2,0.0,NON-OUTLIER
6596,FA,4004306,2,0.0,NON-OUTLIER
6597,FA,4003737,4,0.0,NON-OUTLIER
6598,FA,4005084,2,0.0,NON-OUTLIER
6599,FA,4000714,2,0.0,NON-OUTLIER
6600,FA,4004463,2,0.0,NON-OUTLIER
6601,FA,4004351,1,0.0,NON-OUTLIER
6602,FA,4004353,1,0.0,NON-OUTLIER
6545,FA,4002420,2,0.0,NON-OUTLIER
6543,FA,4003401,1,0.0,NON-OUTLIER
6784,FA,4001696,7,0.0,NON-OUTLIER
6542,FA,4001609,1,0.0,NON-OUTLIER
6485,FA,4003920,1,0.0,NON-OUTLIER
6486,FA,4003699,1,0.0,NON-OUTLIER
6487,FA,4000445,1,0.0,NON-OUTLIER
6488,FA,4007669,2,0.0,NON-OUTLIER
6489,FA,4004041,8,0.0,NON-OUTLIER
6490,FA,4007670,2,0.0,NON-OUTLIER
6491,FA,4007671,4,0.0,NON-OUTLIER
6492,FA,4002951,9,0.0,NON-OUTLIER
6493,FA,4002080,5,0.0,NON-OUTLIER
6494,FA,4002935,5,0.0,NON-OUTLIER
6495,FA,4003969,1,0.0,NON-OUTLIER
6496,FA,4003166,4,0.0,NON-OUTLIER
6497,FA,4002336,2,0.0,NON-OUTLIER
6498,FA,4001246,4,0.0,NON-OUTLIER
6499,FA,4004049,22,0.0,NON-OUTLIER
6500,FA,4003742,3,0.0,NON-OUTLIER
6501,FA,4003554,4,0.0,NON-OUTLIER
6484,FA,4003897,1,0.0,NON-OUTLIER
6483,FA,4002493,57,0.0,NON-OUTLIER
6482,FA,4001819,6,0.0,NON-OUTLIER
6472,FA,4003836,19,0.0,NON-OUTLIER
6465,FA,4001854,10,0.0,NON-OUTLIER
6466,FA,4001825,13,0.0,NON-OUTLIER
6467,FA,4000662,1,0.0,NON-OUTLIER
6468,FA,4000667,1,0.0,NON-OUTLIER
6469,FA,4002275,22,0.0,NON-OUTLIER
6470,FA,4004011,45,0.0,NON-OUTLIER
6471,FA,4003383,10,0.0,NON-OUTLIER
6473,FA,4002871,20,0.0,NON-OUTLIER
6481,FA,4004036,2,0.0,NON-OUTLIER
6474,FA,4004030,22,0.0,NON-OUTLIER
6475,FA,4003826,2,0.0,NON-OUTLIER
6476,FA,4003615,3,0.0,NON-OUTLIER
6477,FA,4001297,2,0.0,NON-OUTLIER
6478,FA,4004016,6,0.0,NON-OUTLIER
6479,FA,4000858,17,0.0,NON-OUTLIER
6480,FA,4003739,1,0.0,NON-OUTLIER
6502,FA,4000522,8,0.0,NON-OUTLIER
6503,FA,4004051,4,0.0,NON-OUTLIER
6504,FA,4003536,10,0.0,NON-OUTLIER
6533,FA,4002606,2,0.0,NON-OUTLIER
6526,FA,4002891,4,0.0,NON-OUTLIER
6527,FA,4000690,1,0.0,NON-OUTLIER
6528,FA,4003143,1,0.0,NON-OUTLIER
6529,FA,4000694,8,0.0,NON-OUTLIER
6530,FA,4001260,4,0.0,NON-OUTLIER
6531,FA,4003020,8,0.0,NON-OUTLIER
6532,FA,4000472,48,0.0,NON-OUTLIER
6534,FA,4007734,1,0.0,NON-OUTLIER
6524,FA,4002205,2,0.0,NON-OUTLIER
6535,FA,4002579,2,0.0,NON-OUTLIER
6536,FA,4001102,19,0.0,NON-OUTLIER
6537,FA,4001247,1,0.0,NON-OUTLIER
6538,FA,4002857,3,0.0,NON-OUTLIER
6539,FA,4002739,2,0.0,NON-OUTLIER
6540,FA,4001512,4,0.0,NON-OUTLIER
6541,FA,4001143,5,0.0,NON-OUTLIER
6525,FA,4007674,1,0.0,NON-OUTLIER
6523,FA,4007673,1,0.0,NON-OUTLIER
6505,FA,4000480,1,0.0,NON-OUTLIER
6513,FA,4002898,1,0.0,NON-OUTLIER
6506,FA,4002452,1,0.0,NON-OUTLIER
6507,FA,4001214,4,0.0,NON-OUTLIER
6508,FA,4001469,4,0.0,NON-OUTLIER
6509,FA,4001795,1,0.0,NON-OUTLIER
6510,FA,4003205,12,0.0,NON-OUTLIER
6511,FA,4007672,1,0.0,NON-OUTLIER
6512,FA,4001192,1,0.0,NON-OUTLIER
6514,FA,4000307,3,0.0,NON-OUTLIER
6522,FA,4002789,27,0.0,NON-OUTLIER
6515,FA,4001964,1,0.0,NON-OUTLIER
6516,FA,4003287,12,0.0,NON-OUTLIER
6517,FA,4000684,1,0.0,NON-OUTLIER
6518,FA,4001311,12,0.0,NON-OUTLIER
6519,FA,4000711,5,0.0,NON-OUTLIER
6520,FA,4002887,4,0.0,NON-OUTLIER
6521,FA,4001496,2,0.0,NON-OUTLIER
6623,FA,4004315,1,0.0,NON-OUTLIER
6624,FA,4005222,1,0.0,NON-OUTLIER
6625,FA,4003358,18,0.0,NON-OUTLIER
6626,FA,4003626,1,0.0,NON-OUTLIER
6727,FA,4003546,11,0.0,NON-OUTLIER
6728,FA,4000780,1,0.0,NON-OUTLIER
6729,FA,4000794,22,0.0,NON-OUTLIER
6730,FA,4000585,4,0.0,NON-OUTLIER
6731,FA,4001686,2,0.0,NON-OUTLIER
6732,FA,4000576,1,0.0,NON-OUTLIER
6733,FA,4000583,4,0.0,NON-OUTLIER
6734,FA,4000645,1,0.0,NON-OUTLIER
6735,FA,4002803,2,0.0,NON-OUTLIER
6736,FA,4003195,12,0.0,NON-OUTLIER
6737,FA,4001620,1,0.0,NON-OUTLIER
6738,FA,4001359,8,0.0,NON-OUTLIER
6739,FA,4001041,1,0.0,NON-OUTLIER
6740,FA,4001504,2,0.0,NON-OUTLIER
6741,FA,4002229,4,0.0,NON-OUTLIER
6742,FA,4003322,6,0.0,NON-OUTLIER
6743,FA,4003585,3,0.0,NON-OUTLIER
6726,FA,4003524,4,0.0,NON-OUTLIER
6725,FA,4003592,7,0.0,NON-OUTLIER
6724,FA,4003340,4,0.0,NON-OUTLIER
6714,FA,4000762,8,0.0,NON-OUTLIER
6707,FA,4003191,2,0.0,NON-OUTLIER
6708,FA,4001403,4,0.0,NON-OUTLIER
6709,FA,4002656,2,0.0,NON-OUTLIER
6710,FA,4002710,1,0.0,NON-OUTLIER
6711,FA,4002718,1,0.0,NON-OUTLIER
6712,FA,4002807,1,0.0,NON-OUTLIER
6713,FA,4003382,5,0.0,NON-OUTLIER
6715,FA,4003550,2,0.0,NON-OUTLIER
6723,FA,4003032,4,0.0,NON-OUTLIER
6716,FA,4001975,5,0.0,NON-OUTLIER
6717,FA,4001226,3,0.0,NON-OUTLIER
6718,FA,4003786,4,0.0,NON-OUTLIER
6719,FA,4002232,5,0.0,NON-OUTLIER
6720,FA,4001108,15,0.0,NON-OUTLIER
6721,FA,4000875,8,0.0,NON-OUTLIER
6722,FA,4003193,11,0.0,NON-OUTLIER
6744,FA,4003774,5,0.0,NON-OUTLIER
6745,FA,4002286,1,0.0,NON-OUTLIER
6746,FA,4002594,1,0.0,NON-OUTLIER
6775,FA,4001035,8,0.0,NON-OUTLIER
6768,FA,4003107,2,0.0,NON-OUTLIER
6769,FA,4001155,1,0.0,NON-OUTLIER
6770,FA,4003063,2,0.0,NON-OUTLIER
6771,FA,4001950,8,0.0,NON-OUTLIER
6772,FA,4003183,2,0.0,NON-OUTLIER
6773,FA,4001735,4,0.0,NON-OUTLIER
6774,FA,4004054,5,0.0,NON-OUTLIER
