,label_column,label_value,count_samples_in_group,percentage_above_min_value,group
9568,FA,4004824,1,100.0,HIGH
9569,FA,4004825,1,100.0,HIGH
9570,FA,4000458,1,100.0,HIGH
9571,FA,4007777,1,100.0,HIGH
9554,FA,4002311,2,100.0,HIGH
9553,FA,4002267,2,100.0,HIGH
9552,FA,4003962,1,100.0,HIGH
9542,FA,4005929,12,100.0,HIGH
9535,FA,4002467,2,100.0,HIGH
9536,FA,4002477,2,100.0,HIGH
9537,FA,4004804,1,100.0,HIGH
9538,FA,4004805,1,100.0,HIGH
9539,FA,4002355,1,100.0,HIGH
9540,FA,4004807,1,100.0,HIGH
9541,FA,4007827,1,100.0,HIGH
9543,FA,4004808,2,100.0,HIGH
9551,FA,4004811,1,100.0,HIGH
9544,FA,4007477,2,100.0,HIGH
9545,FA,4002364,1,100.0,HIGH
9546,FA,4007775,2,100.0,HIGH
9547,FA,4007034,2,100.0,HIGH
9548,FA,4007247,2,100.0,HIGH
9549,FA,4004809,3,100.0,HIGH
9550,FA,4007296,4,100.0,HIGH
9572,FA,4007778,14,100.0,HIGH
9573,FA,4001862,1,100.0,HIGH
9574,FA,4007779,13,100.0,HIGH
9603,FA,4005133,1,100.0,HIGH
9596,FA,4003922,1,100.0,HIGH
9597,FA,4005231,2,100.0,HIGH
9598,FA,4005125,1,100.0,HIGH
9599,FA,4007100,2,100.0,HIGH
9600,FA,4005126,1,100.0,HIGH
9601,FA,4005129,1,100.0,HIGH
9602,FA,4005131,1,100.0,HIGH
9604,FA,4003889,1,100.0,HIGH
9594,FA,4005183,2,100.0,HIGH
9605,FA,4005206,1,100.0,HIGH
9606,FA,4005224,1,100.0,HIGH
9607,FA,4005250,4,100.0,HIGH
9608,FA,4007068,3,100.0,HIGH
9609,FA,4005137,1,100.0,HIGH
9610,FA,4004837,10,100.0,HIGH
9611,FA,4003210,1,100.0,HIGH
9595,FA,4003939,1,100.0,HIGH
9593,FA,4005174,1,100.0,HIGH
9575,FA,4000626,1,100.0,HIGH
9583,FA,4004829,1,100.0,HIGH
9576,FA,4005765,3,100.0,HIGH
9577,FA,4002552,1,100.0,HIGH
9578,FA,4002880,1,100.0,HIGH
9579,FA,4002614,2,100.0,HIGH
9580,FA,4003582,3,100.0,HIGH
9581,FA,4002380,1,100.0,HIGH
9582,FA,4004826,1,100.0,HIGH
9584,FA,4005106,1,100.0,HIGH
9592,FA,4003159,1,100.0,HIGH
9585,FA,4006383,1,100.0,HIGH
9586,FA,4005072,1,100.0,HIGH
9587,FA,4005120,1,100.0,HIGH
9588,FA,4005136,1,100.0,HIGH
9589,FA,4005157,1,100.0,HIGH
9590,FA,4005169,2,100.0,HIGH
9591,FA,4004835,6,100.0,HIGH
9372,FA,4006747,4,100.0,HIGH
9371,FA,4002792,1,100.0,HIGH
9370,FA,4007761,1,100.0,HIGH
9129,FA,4004606,1,100.0,HIGH
9151,FA,4004620,1,100.0,HIGH
9152,FA,4004621,1,100.0,HIGH
9153,FA,4004625,1,100.0,HIGH
9154,FA,4007742,1,100.0,HIGH
9155,FA,4001353,2,100.0,HIGH
9156,FA,4002583,1,100.0,HIGH
9157,FA,4000789,4,100.0,HIGH
9158,FA,4000497,1,100.0,HIGH
9159,FA,4000752,1,100.0,HIGH
9160,FA,4007170,2,100.0,HIGH
9161,FA,4007743,2,100.0,HIGH
9162,FA,4004842,1,100.0,HIGH
9163,FA,4004136,4,100.0,HIGH
9164,FA,4004173,2,100.0,HIGH
9165,FA,4004951,4,100.0,HIGH
9166,FA,4004698,2,100.0,HIGH
9167,FA,4006213,2,100.0,HIGH
9150,FA,4004617,1,100.0,HIGH
9149,FA,4004615,1,100.0,HIGH
9148,FA,4004613,1,100.0,HIGH
9138,FA,4001323,1,100.0,HIGH
9131,FA,4007736,1,100.0,HIGH
9132,FA,4002712,3,100.0,HIGH
9133,FA,4000927,1,100.0,HIGH
9134,FA,4007157,1,100.0,HIGH
9135,FA,4007739,2,100.0,HIGH
9136,FA,4004724,1,100.0,HIGH
9137,FA,4004729,2,100.0,HIGH
9139,FA,4004730,1,100.0,HIGH
9147,FA,4007741,2,100.0,HIGH
9140,FA,4003109,1,100.0,HIGH
9141,FA,4004731,1,100.0,HIGH
9142,FA,4007740,1,100.0,HIGH
9143,FA,4004611,1,100.0,HIGH
9144,FA,4004722,2,100.0,HIGH
9145,FA,4004750,2,100.0,HIGH
9146,FA,4000601,1,100.0,HIGH
9168,FA,4004697,2,100.0,HIGH
9169,FA,4004848,2,100.0,HIGH
9170,FA,4007479,2,100.0,HIGH
9199,FA,4004627,2,100.0,HIGH
9192,FA,4001232,1,100.0,HIGH
9193,FA,4004782,1,100.0,HIGH
9194,FA,4007747,1,100.0,HIGH
9195,FA,4007748,2,100.0,HIGH
9196,FA,4000735,2,100.0,HIGH
9197,FA,4007749,2,100.0,HIGH
9198,FA,4004626,1,100.0,HIGH
9200,FA,4004628,1,100.0,HIGH
9190,FA,4000526,1,100.0,HIGH
9201,FA,4004629,1,100.0,HIGH
9202,FA,4002714,1,100.0,HIGH
9203,FA,4004630,6,100.0,HIGH
9204,FA,4001824,1,100.0,HIGH
9205,FA,4002782,1,100.0,HIGH
9206,FA,4004632,1,100.0,HIGH
9207,FA,4004634,1,100.0,HIGH
9191,FA,4007746,1,100.0,HIGH
9189,FA,4004846,1,100.0,HIGH
9171,FA,4005249,2,100.0,HIGH
9179,FA,4001482,1,100.0,HIGH
9172,FA,4007167,2,100.0,HIGH
9173,FA,4002475,1,100.0,HIGH
9174,FA,4007439,2,100.0,HIGH
9175,FA,4002723,2,100.0,HIGH
9176,FA,4001319,1,100.0,HIGH
9177,FA,4003418,1,100.0,HIGH
9178,FA,4003627,2,100.0,HIGH
9180,FA,4002687,1,100.0,HIGH
9188,FA,4004795,1,100.0,HIGH
9181,FA,4001396,1,100.0,HIGH
9182,FA,4004943,1,100.0,HIGH
9183,FA,4004949,1,100.0,HIGH
9184,FA,4004784,1,100.0,HIGH
9185,FA,4000787,2,100.0,HIGH
9186,FA,4006385,2,100.0,HIGH
9187,FA,4004786,1,100.0,HIGH
9130,FA,4004607,1,100.0,HIGH
9128,FA,4004623,2,100.0,HIGH
9369,FA,4004665,1,100.0,HIGH
9127,FA,4004608,3,100.0,HIGH
9070,FA,4002627,1,100.0,HIGH
9071,FA,4003780,1,100.0,HIGH
9072,FA,4002927,1,100.0,HIGH
9073,FA,4002638,1,100.0,HIGH
9074,FA,4002960,1,100.0,HIGH
9075,FA,4004577,1,100.0,HIGH
9076,FA,4004578,5,100.0,HIGH
9077,FA,4003599,1,100.0,HIGH
9078,FA,4006580,1,100.0,HIGH
9079,FA,4004580,1,100.0,HIGH
9080,FA,4004582,1,100.0,HIGH
9081,FA,4002116,1,100.0,HIGH
9082,FA,4004583,2,100.0,HIGH
9083,FA,4004584,6,100.0,HIGH
9084,FA,4003403,1,100.0,HIGH
9085,FA,4004585,1,100.0,HIGH
9086,FA,4004586,1,100.0,HIGH
9069,FA,4003030,2,100.0,HIGH
9068,FA,4002894,1,100.0,HIGH
9067,FA,4001664,1,100.0,HIGH
9057,FA,4005094,1,100.0,HIGH
9050,FA,4002310,1,100.0,HIGH
9051,FA,4006428,1,100.0,HIGH
9052,FA,4007813,1,100.0,HIGH
9053,FA,4007814,1,100.0,HIGH
9054,FA,4007369,1,100.0,HIGH
9055,FA,4005095,1,100.0,HIGH
9056,FA,4005147,1,100.0,HIGH
9058,FA,4001891,2,100.0,HIGH
9066,FA,4000396,1,100.0,HIGH
9059,FA,4005079,1,100.0,HIGH
9060,FA,4000926,1,100.0,HIGH
9061,FA,4007391,3,100.0,HIGH
9062,FA,4005081,1,100.0,HIGH
9063,FA,4002204,2,100.0,HIGH
9064,FA,4004987,1,100.0,HIGH
9065,FA,4004590,2,100.0,HIGH
9087,FA,4003153,2,100.0,HIGH
9088,FA,4004589,1,100.0,HIGH
9089,FA,4004591,2,100.0,HIGH
9118,FA,4000439,3,100.0,HIGH
9111,FA,4001326,3,100.0,HIGH
9112,FA,4002295,1,100.0,HIGH
9113,FA,4005819,1,100.0,HIGH
9114,FA,4001821,6,100.0,HIGH
9115,FA,4001593,2,100.0,HIGH
9116,FA,4001522,5,100.0,HIGH
9117,FA,4007732,1,100.0,HIGH
9119,FA,4002672,1,100.0,HIGH
9109,FA,4004601,1,100.0,HIGH
9120,FA,4001801,2,100.0,HIGH
9121,FA,4004603,1,100.0,HIGH
9122,FA,4002916,2,100.0,HIGH
9123,FA,4004604,1,100.0,HIGH
9124,FA,4002717,2,100.0,HIGH
9125,FA,4004675,1,100.0,HIGH
9126,FA,4006966,2,100.0,HIGH
9110,FA,4001974,1,100.0,HIGH
9108,FA,4007729,1,100.0,HIGH
9090,FA,4004592,1,100.0,HIGH
9098,FA,4001169,1,100.0,HIGH
9091,FA,4004594,2,100.0,HIGH
9092,FA,4006401,7,100.0,HIGH
9093,FA,4004596,4,100.0,HIGH
9094,FA,4001598,5,100.0,HIGH
9095,FA,4001259,1,100.0,HIGH
9096,FA,4002455,1,100.0,HIGH
9097,FA,4003440,1,100.0,HIGH
9099,FA,4007728,1,100.0,HIGH
9107,FA,4004600,2,100.0,HIGH
9100,FA,4003578,1,100.0,HIGH
9101,FA,4004597,1,100.0,HIGH
9102,FA,4003855,1,100.0,HIGH
9103,FA,4004598,1,100.0,HIGH
9104,FA,4004599,2,100.0,HIGH
9105,FA,4002573,1,100.0,HIGH
9106,FA,4002260,1,100.0,HIGH
9208,FA,4004774,2,100.0,HIGH
9209,FA,4007231,1,100.0,HIGH
9210,FA,4001537,1,100.0,HIGH
9211,FA,4001008,1,100.0,HIGH
9312,FA,4007762,1,100.0,HIGH
9313,FA,4006730,1,100.0,HIGH
9314,FA,4004666,2,100.0,HIGH
9315,FA,4002043,1,100.0,HIGH
9316,FA,4003156,3,100.0,HIGH
9317,FA,4003362,3,100.0,HIGH
9318,FA,4001980,3,100.0,HIGH
9319,FA,4000557,3,100.0,HIGH
9320,FA,4004661,2,100.0,HIGH
9321,FA,4006118,2,100.0,HIGH
9322,FA,4000685,1,100.0,HIGH
9323,FA,4004667,1,100.0,HIGH
9324,FA,4004668,1,100.0,HIGH
9325,FA,4004670,1,100.0,HIGH
9326,FA,4002083,1,100.0,HIGH
9327,FA,4005367,5,100.0,HIGH
9328,FA,4007062,1,100.0,HIGH
9311,FA,4002036,4,100.0,HIGH
9310,FA,4002042,3,100.0,HIGH
9309,FA,4001047,2,100.0,HIGH
9299,FA,4001350,2,100.0,HIGH
9292,FA,4001486,1,100.0,HIGH
9293,FA,4007817,1,100.0,HIGH
9294,FA,4003448,1,100.0,HIGH
9295,FA,4003411,2,100.0,HIGH
9296,FA,4007818,1,100.0,HIGH
9297,FA,4005091,4,100.0,HIGH
9298,FA,4001294,1,100.0,HIGH
9300,FA,4002756,1,100.0,HIGH
9308,FA,4007819,1,100.0,HIGH
9301,FA,4001893,3,100.0,HIGH
9302,FA,4005096,1,100.0,HIGH
9303,FA,4005108,1,100.0,HIGH
9304,FA,4003949,1,100.0,HIGH
9305,FA,4002013,1,100.0,HIGH
9306,FA,4005113,1,100.0,HIGH
9307,FA,4002019,2,100.0,HIGH
9329,FA,4001595,1,100.0,HIGH
9330,FA,4004052,6,100.0,HIGH
9331,FA,4005407,2,100.0,HIGH
9360,FA,4004686,1,100.0,HIGH
9353,FA,4004679,1,100.0,HIGH
9354,FA,4004680,1,100.0,HIGH
9355,FA,4004681,2,100.0,HIGH
9356,FA,4003179,1,100.0,HIGH
9357,FA,4004683,1,100.0,HIGH
9358,FA,4006497,1,100.0,HIGH
9359,FA,4004684,1,100.0,HIGH
9361,FA,4004685,1,100.0,HIGH
9351,FA,4000491,2,100.0,HIGH
9362,FA,4004687,3,100.0,HIGH
9363,FA,4002174,1,100.0,HIGH
9364,FA,4002165,1,100.0,HIGH
9365,FA,4002814,1,100.0,HIGH
9366,FA,4006010,2,100.0,HIGH
9367,FA,4006569,2,100.0,HIGH
9368,FA,4002775,1,100.0,HIGH
9352,FA,4004678,1,100.0,HIGH
9350,FA,4004676,1,100.0,HIGH
9332,FA,4007500,1,100.0,HIGH
9340,FA,4003459,1,100.0,HIGH
9333,FA,4005709,2,100.0,HIGH
9334,FA,4004671,2,100.0,HIGH
9335,FA,4004664,3,100.0,HIGH
9336,FA,4006322,1,100.0,HIGH
9337,FA,4002536,1,100.0,HIGH
9338,FA,4000460,1,100.0,HIGH
9339,FA,4004691,6,100.0,HIGH
9341,FA,4006141,4,100.0,HIGH
9349,FA,4004677,1,100.0,HIGH
9342,FA,4002160,1,100.0,HIGH
9343,FA,4000728,1,100.0,HIGH
9344,FA,4007384,4,100.0,HIGH
9345,FA,4004672,1,100.0,HIGH
9346,FA,4003001,2,100.0,HIGH
9347,FA,4002403,1,100.0,HIGH
9348,FA,4002783,1,100.0,HIGH
9291,FA,4000817,1,100.0,HIGH
9290,FA,4006639,4,100.0,HIGH
9289,FA,4002563,2,100.0,HIGH
9239,FA,4007207,4,100.0,HIGH
9232,FA,4001590,1,100.0,HIGH
9233,FA,4003299,1,100.0,HIGH
9234,FA,4007752,3,100.0,HIGH
9235,FA,4001082,2,100.0,HIGH
9236,FA,4003648,4,100.0,HIGH
9237,FA,4001340,1,100.0,HIGH
9238,FA,4007333,1,100.0,HIGH
9240,FA,4004647,2,100.0,HIGH
9230,FA,4001869,2,100.0,HIGH
9241,FA,4004657,2,100.0,HIGH
9242,FA,4004643,1,100.0,HIGH
9243,FA,4004646,1,100.0,HIGH
9244,FA,4007227,26,100.0,HIGH
9245,FA,4007756,1,100.0,HIGH
9246,FA,4001662,1,100.0,HIGH
9247,FA,4000733,1,100.0,HIGH
9231,FA,4001028,1,100.0,HIGH
9229,FA,4001797,1,100.0,HIGH
9249,FA,4007774,2,100.0,HIGH
9219,FA,4004638,1,100.0,HIGH
9212,FA,4004799,1,100.0,HIGH
9213,FA,4004635,1,100.0,HIGH
9214,FA,4005449,2,100.0,HIGH
9215,FA,4002456,1,100.0,HIGH
9216,FA,4002648,2,100.0,HIGH
9217,FA,4004636,2,100.0,HIGH
9218,FA,4004637,1,100.0,HIGH
9220,FA,4001775,7,100.0,HIGH
9228,FA,4001638,1,100.0,HIGH
9221,FA,4001324,1,100.0,HIGH
9222,FA,4003867,1,100.0,HIGH
9223,FA,4000778,1,100.0,HIGH
9224,FA,4004639,1,100.0,HIGH
9225,FA,4004640,1,100.0,HIGH
9226,FA,4004642,2,100.0,HIGH
9227,FA,4001734,1,100.0,HIGH
9248,FA,4001720,1,100.0,HIGH
9250,FA,4007757,4,100.0,HIGH
9288,FA,4002437,2,100.0,HIGH
9279,FA,4005086,2,100.0,HIGH
9272,FA,4001233,1,100.0,HIGH
9273,FA,4005083,1,100.0,HIGH
9274,FA,4005085,2,100.0,HIGH
9275,FA,4007815,2,100.0,HIGH
9276,FA,4003289,1,100.0,HIGH
9277,FA,4006026,6,100.0,HIGH
9278,FA,4007498,1,100.0,HIGH
9280,FA,4005088,1,100.0,HIGH
9270,FA,4007760,2,100.0,HIGH
9281,FA,4005097,1,100.0,HIGH
9282,FA,4001837,3,100.0,HIGH
9283,FA,4007816,2,100.0,HIGH
9284,FA,4003162,1,100.0,HIGH
9285,FA,4005107,1,100.0,HIGH
9286,FA,4006662,4,100.0,HIGH
9287,FA,4007001,3,100.0,HIGH
9271,FA,4006232,3,100.0,HIGH
9269,FA,4004660,2,100.0,HIGH
9251,FA,4007785,6,100.0,HIGH
9259,FA,4004650,1,100.0,HIGH
9252,FA,4000650,1,100.0,HIGH
9253,FA,4001173,1,100.0,HIGH
9254,FA,4004649,1,100.0,HIGH
9255,FA,4005013,4,100.0,HIGH
9256,FA,4007758,3,100.0,HIGH
9257,FA,4001851,1,100.0,HIGH
9258,FA,4001929,1,100.0,HIGH
9260,FA,4005027,3,100.0,HIGH
9268,FA,4004658,1,100.0,HIGH
9261,FA,4001188,1,100.0,HIGH
9262,FA,4004682,4,100.0,HIGH
9263,FA,4004651,1,100.0,HIGH
9264,FA,4005299,2,100.0,HIGH
9265,FA,4004655,1,100.0,HIGH
9266,FA,4004656,2,100.0,HIGH
9267,FA,4007759,2,100.0,HIGH
9693,FA,4002724,1,100.0,HIGH
9694,FA,4002761,1,100.0,HIGH
9695,FA,4004877,1,100.0,HIGH
10099,FA,4005553,1,100.0,HIGH
10121,FA,4005601,1,100.0,HIGH
10122,FA,4005784,1,100.0,HIGH
10123,FA,4003919,1,100.0,HIGH
10124,FA,4005677,1,100.0,HIGH
10125,FA,4005689,1,100.0,HIGH
10126,FA,4004020,2,100.0,HIGH
10127,FA,4005385,3,100.0,HIGH
10128,FA,4007837,1,100.0,HIGH
10129,FA,4003761,1,100.0,HIGH
10130,FA,4007838,2,100.0,HIGH
10131,FA,4005781,1,100.0,HIGH
10132,FA,4005774,1,100.0,HIGH
10133,FA,4007371,1,100.0,HIGH
10134,FA,4005467,1,100.0,HIGH
10135,FA,4005697,1,100.0,HIGH
10136,FA,4007839,1,100.0,HIGH
10137,FA,4005388,3,100.0,HIGH
10120,FA,4005379,3,100.0,HIGH
10119,FA,4005369,1,100.0,HIGH
10118,FA,4005359,2,100.0,HIGH
10108,FA,4007833,1,100.0,HIGH
10101,FA,4003317,1,100.0,HIGH
10102,FA,4007835,2,100.0,HIGH
10103,FA,4005575,1,100.0,HIGH
10104,FA,4005567,1,100.0,HIGH
10105,FA,4003630,1,100.0,HIGH
10106,FA,4005356,1,100.0,HIGH
10107,FA,4000808,3,100.0,HIGH
10109,FA,4005431,1,100.0,HIGH
10117,FA,4004019,4,100.0,HIGH
10110,FA,4005556,1,100.0,HIGH
10111,FA,4005613,1,100.0,HIGH
10112,FA,4003825,1,100.0,HIGH
10113,FA,4007836,2,100.0,HIGH
10114,FA,4007834,1,100.0,HIGH
10115,FA,4005358,2,100.0,HIGH
10116,FA,4004018,1,100.0,HIGH
10138,FA,4005393,1,100.0,HIGH
10139,FA,4005596,1,100.0,HIGH
10140,FA,4005394,1,100.0,HIGH
10169,FA,4000523,1,100.0,HIGH
10162,FA,4001871,1,100.0,HIGH
10163,FA,4000407,2,100.0,HIGH
10164,FA,4000467,3,100.0,HIGH
10165,FA,4000481,2,100.0,HIGH
10166,FA,4003151,1,100.0,HIGH
10167,FA,4000489,1,100.0,HIGH
10168,FA,4003619,1,100.0,HIGH
10170,FA,4000528,1,100.0,HIGH
10160,FA,4002976,1,100.0,HIGH
10171,FA,4000531,1,100.0,HIGH
10172,FA,4000537,1,100.0,HIGH
10173,FA,4000534,1,100.0,HIGH
10174,FA,4000487,1,100.0,HIGH
10175,FA,4000483,1,100.0,HIGH
10176,FA,4000488,1,100.0,HIGH
10177,FA,4000490,1,100.0,HIGH
10161,FA,4003243,2,100.0,HIGH
10159,FA,4003505,1,100.0,HIGH
10141,FA,4007840,1,100.0,HIGH
10149,FA,4007184,3,100.0,HIGH
10142,FA,4003795,1,100.0,HIGH
10143,FA,4003928,1,100.0,HIGH
10144,FA,4003702,1,100.0,HIGH
10145,FA,4002356,1,100.0,HIGH
10146,FA,4003616,1,100.0,HIGH
10147,FA,4003876,1,100.0,HIGH
10148,FA,4003721,1,100.0,HIGH
10150,FA,4006902,2,100.0,HIGH
10158,FA,4003010,1,100.0,HIGH
10151,FA,4006781,3,100.0,HIGH
10152,FA,4007268,2,100.0,HIGH
10153,FA,4004021,1,100.0,HIGH
10154,FA,4005111,1,100.0,HIGH
10155,FA,4000819,6,100.0,HIGH
10156,FA,4003642,1,100.0,HIGH
10157,FA,4002942,1,100.0,HIGH
10100,FA,4005355,1,100.0,HIGH
10098,FA,4005353,1,100.0,HIGH
10018,FA,4007831,1,100.0,HIGH
10097,FA,4005480,1,100.0,HIGH
10040,FA,4005466,1,100.0,HIGH
10041,FA,4002931,1,100.0,HIGH
10042,FA,4003703,1,100.0,HIGH
10043,FA,4000545,1,100.0,HIGH
10044,FA,4003316,2,100.0,HIGH
10045,FA,4003333,1,100.0,HIGH
10046,FA,4000423,1,100.0,HIGH
10047,FA,4002633,1,100.0,HIGH
10048,FA,4003486,1,100.0,HIGH
10049,FA,4003860,1,100.0,HIGH
10050,FA,4003463,1,100.0,HIGH
10051,FA,4003597,1,100.0,HIGH
10052,FA,4003558,1,100.0,HIGH
10053,FA,4003495,1,100.0,HIGH
10054,FA,4001203,1,100.0,HIGH
10055,FA,4002778,1,100.0,HIGH
10056,FA,4002235,1,100.0,HIGH
10039,FA,4005392,2,100.0,HIGH
10038,FA,4005348,1,100.0,HIGH
10037,FA,4005334,1,100.0,HIGH
10027,FA,4003837,1,100.0,HIGH
10020,FA,4005816,1,100.0,HIGH
10021,FA,4005323,7,100.0,HIGH
10022,FA,4003676,1,100.0,HIGH
10023,FA,4002892,1,100.0,HIGH
10024,FA,4005855,2,100.0,HIGH
10025,FA,4003956,1,100.0,HIGH
10026,FA,4003263,1,100.0,HIGH
10028,FA,4005338,1,100.0,HIGH
10036,FA,4005329,5,100.0,HIGH
10029,FA,4005188,1,100.0,HIGH
10030,FA,4005339,1,100.0,HIGH
10031,FA,4005200,4,100.0,HIGH
10032,FA,4001515,1,100.0,HIGH
10033,FA,4005344,3,100.0,HIGH
10034,FA,4005328,1,100.0,HIGH
10035,FA,4001113,1,100.0,HIGH
10057,FA,4003490,1,100.0,HIGH
10058,FA,4003917,1,100.0,HIGH
10059,FA,4002986,1,100.0,HIGH
10088,FA,4005349,3,100.0,HIGH
10081,FA,4005325,1,100.0,HIGH
10082,FA,4005515,1,100.0,HIGH
10083,FA,4005508,1,100.0,HIGH
10084,FA,4006210,2,100.0,HIGH
10085,FA,4003701,1,100.0,HIGH
10086,FA,4005505,1,100.0,HIGH
10087,FA,4003705,1,100.0,HIGH
10089,FA,4005172,2,100.0,HIGH
10079,FA,4005342,2,100.0,HIGH
10090,FA,4003971,1,100.0,HIGH
10091,FA,4006439,12,100.0,HIGH
10092,FA,4007393,5,100.0,HIGH
10093,FA,4007478,1,100.0,HIGH
10094,FA,4005452,1,100.0,HIGH
10095,FA,4004017,2,100.0,HIGH
10096,FA,4005458,2,100.0,HIGH
10080,FA,4005199,1,100.0,HIGH
10078,FA,4003053,1,100.0,HIGH
10060,FA,4007667,1,100.0,HIGH
10068,FA,4005453,1,100.0,HIGH
10061,FA,4003653,1,100.0,HIGH
10062,FA,4003654,1,100.0,HIGH
10063,FA,4002499,1,100.0,HIGH
10064,FA,4002702,1,100.0,HIGH
10065,FA,4001111,2,100.0,HIGH
10066,FA,4002797,1,100.0,HIGH
10067,FA,4003447,1,100.0,HIGH
10069,FA,4003537,1,100.0,HIGH
10077,FA,4005101,2,100.0,HIGH
10070,FA,4001189,2,100.0,HIGH
10071,FA,4005461,4,100.0,HIGH
10072,FA,4001458,2,100.0,HIGH
10073,FA,4003015,1,100.0,HIGH
10074,FA,4003407,1,100.0,HIGH
10075,FA,4003685,1,100.0,HIGH
10076,FA,4003004,1,100.0,HIGH
10178,FA,4000494,1,100.0,HIGH
10179,FA,4000501,1,100.0,HIGH
10180,FA,4003906,1,100.0,HIGH
10181,FA,4001659,1,100.0,HIGH
10282,FA,4006006,1,100.0,HIGH
10283,FA,4006008,1,100.0,HIGH
10284,FA,4006009,1,100.0,HIGH
10285,FA,4005893,1,100.0,HIGH
10286,FA,4006033,9,100.0,HIGH
10287,FA,4005921,2,100.0,HIGH
10288,FA,4005892,1,100.0,HIGH
10289,FA,4007842,6,100.0,HIGH
10290,FA,4006059,11,100.0,HIGH
10291,FA,4004695,1,100.0,HIGH
10292,FA,4005504,1,100.0,HIGH
10293,FA,4005507,1,100.0,HIGH
10294,FA,4005518,1,100.0,HIGH
10295,FA,4005520,1,100.0,HIGH
10296,FA,4005521,1,100.0,HIGH
10297,FA,4005702,1,100.0,HIGH
10298,FA,4005830,4,100.0,HIGH
10281,FA,4006028,4,100.0,HIGH
10280,FA,4006017,1,100.0,HIGH
10279,FA,4005936,1,100.0,HIGH
10269,FA,4005462,2,100.0,HIGH
10262,FA,4005039,3,100.0,HIGH
10263,FA,4005059,1,100.0,HIGH
10264,FA,4005064,2,100.0,HIGH
10265,FA,4005061,1,100.0,HIGH
10266,FA,4005591,1,100.0,HIGH
10267,FA,4005581,3,100.0,HIGH
10268,FA,4005648,1,100.0,HIGH
10270,FA,4005652,5,100.0,HIGH
10278,FA,4005991,1,100.0,HIGH
10271,FA,4005483,2,100.0,HIGH
10272,FA,4005485,1,100.0,HIGH
10273,FA,4006524,1,100.0,HIGH
10274,FA,4004965,1,100.0,HIGH
10275,FA,4005845,1,100.0,HIGH
10276,FA,4005948,2,100.0,HIGH
10277,FA,4005944,5,100.0,HIGH
10299,FA,4005524,1,100.0,HIGH
10300,FA,4005526,2,100.0,HIGH
10301,FA,4005381,2,100.0,HIGH
10330,FA,4006719,1,100.0,HIGH
10323,FA,4005585,2,100.0,HIGH
10324,FA,4005587,1,100.0,HIGH
10325,FA,4005840,5,100.0,HIGH
10326,FA,4005672,2,100.0,HIGH
10327,FA,4005842,14,100.0,HIGH
10328,FA,4005589,1,100.0,HIGH
10329,FA,4005617,1,100.0,HIGH
10331,FA,4006140,1,100.0,HIGH
10321,FA,4005579,2,100.0,HIGH
10332,FA,4006408,2,100.0,HIGH
10333,FA,4005618,1,100.0,HIGH
10334,FA,4006137,1,100.0,HIGH
10335,FA,4005628,1,100.0,HIGH
10336,FA,4006150,3,100.0,HIGH
10337,FA,4007843,1,100.0,HIGH
10338,FA,4007844,2,100.0,HIGH
10322,FA,4005583,1,100.0,HIGH
10320,FA,4005584,1,100.0,HIGH
10302,FA,4005913,2,100.0,HIGH
10310,FA,4006084,1,100.0,HIGH
10303,FA,4005533,1,100.0,HIGH
10304,FA,4005543,1,100.0,HIGH
10305,FA,4006055,1,100.0,HIGH
10306,FA,4005544,2,100.0,HIGH
10307,FA,4006068,4,100.0,HIGH
10308,FA,4005554,1,100.0,HIGH
10309,FA,4006158,2,100.0,HIGH
10311,FA,4006099,1,100.0,HIGH
10319,FA,4005578,1,100.0,HIGH
10312,FA,4005560,2,100.0,HIGH
10313,FA,4005561,1,100.0,HIGH
10314,FA,4005562,1,100.0,HIGH
10315,FA,4005569,2,100.0,HIGH
10316,FA,4005570,1,100.0,HIGH
10317,FA,4005572,1,100.0,HIGH
10318,FA,4005574,1,100.0,HIGH
10261,FA,4006879,4,100.0,HIGH
10260,FA,4007812,4,100.0,HIGH
10259,FA,4007811,4,100.0,HIGH
10209,FA,4006148,1,100.0,HIGH
10202,FA,4002333,1,100.0,HIGH
10203,FA,4004002,1,100.0,HIGH
10204,FA,4004026,1,100.0,HIGH
10205,FA,4004040,1,100.0,HIGH
10206,FA,4005387,2,100.0,HIGH
10207,FA,4005757,2,100.0,HIGH
10208,FA,4006101,1,100.0,HIGH
10210,FA,4007841,1,100.0,HIGH
10200,FA,4000386,2,100.0,HIGH
10211,FA,4005848,1,100.0,HIGH
10212,FA,4005474,1,100.0,HIGH
10213,FA,4007229,8,100.0,HIGH
10214,FA,4005503,1,100.0,HIGH
10215,FA,4005898,1,100.0,HIGH
10216,FA,4006221,7,100.0,HIGH
10217,FA,4007413,1,100.0,HIGH
10201,FA,4004006,1,100.0,HIGH
10199,FA,4003620,1,100.0,HIGH
10219,FA,4005397,1,100.0,HIGH
10189,FA,4003964,1,100.0,HIGH
10182,FA,4003844,1,100.0,HIGH
10183,FA,4003477,1,100.0,HIGH
10184,FA,4003900,1,100.0,HIGH
10185,FA,4001019,1,100.0,HIGH
10186,FA,4000651,2,100.0,HIGH
10187,FA,4002989,2,100.0,HIGH
10188,FA,4000565,3,100.0,HIGH
10190,FA,4004032,3,100.0,HIGH
10198,FA,4000377,1,100.0,HIGH
10191,FA,4000184,1,100.0,HIGH
10192,FA,4005022,1,100.0,HIGH
