,label_column,label_value,count_samples_in_group,percentage_above_min_value,group
8933,FA,4003376,1,100.0,HIGH
8934,FA,4001427,3,100.0,HIGH
8935,FA,4004383,1,100.0,HIGH
8937,FA,4004520,2,100.0,HIGH
8945,FA,4007256,3,100.0,HIGH
8938,FA,4001788,2,100.0,HIGH
8939,FA,4001649,1,100.0,HIGH
8940,FA,4004971,1,100.0,HIGH
8941,FA,4006117,4,100.0,HIGH
8942,FA,4001159,1,100.0,HIGH
8943,FA,4004522,1,100.0,HIGH
8944,FA,4002334,1,100.0,HIGH
8726,FA,4004461,4,100.0,HIGH
8724,FA,4002711,5,100.0,HIGH
8403,FA,4002749,2,100.0,HIGH
8483,FA,4004401,2,100.0,HIGH
8505,FA,4000916,1,100.0,HIGH
8506,FA,4001210,3,100.0,HIGH
8507,FA,4002643,1,100.0,HIGH
8508,FA,4001431,1,100.0,HIGH
8509,FA,4002014,1,100.0,HIGH
8510,FA,4001387,2,100.0,HIGH
8511,FA,4001846,1,100.0,HIGH
8512,FA,4001803,1,100.0,HIGH
8513,FA,4002197,1,100.0,HIGH
8514,FA,4002038,1,100.0,HIGH
8515,FA,4002757,1,100.0,HIGH
8516,FA,4003823,5,100.0,HIGH
8517,FA,4003624,3,100.0,HIGH
8518,FA,4001017,3,100.0,HIGH
8519,FA,4002046,3,100.0,HIGH
8520,FA,4001781,1,100.0,HIGH
8521,FA,4001712,1,100.0,HIGH
8504,FA,4003681,2,100.0,HIGH
8503,FA,4001249,1,100.0,HIGH
8502,FA,4003678,2,100.0,HIGH
8492,FA,4004403,1,100.0,HIGH
8485,FA,4000616,1,100.0,HIGH
8486,FA,4007696,1,100.0,HIGH
8487,FA,4004402,1,100.0,HIGH
8488,FA,4007697,1,100.0,HIGH
8489,FA,4002422,1,100.0,HIGH
8490,FA,4001405,1,100.0,HIGH
8491,FA,4001407,1,100.0,HIGH
8493,FA,4002726,3,100.0,HIGH
8501,FA,4000513,1,100.0,HIGH
8494,FA,4004404,1,100.0,HIGH
8495,FA,4003035,6,100.0,HIGH
8496,FA,4001730,1,100.0,HIGH
8497,FA,4000933,4,100.0,HIGH
8498,FA,4003775,2,100.0,HIGH
8499,FA,4002985,3,100.0,HIGH
8500,FA,4003888,3,100.0,HIGH
8522,FA,4003356,1,100.0,HIGH
8523,FA,4002253,9,100.0,HIGH
8524,FA,4001916,8,100.0,HIGH
8553,FA,4005476,10,100.0,HIGH
8546,FA,4004409,2,100.0,HIGH
8547,FA,4000527,1,100.0,HIGH
8548,FA,4001808,3,100.0,HIGH
8549,FA,4007420,2,100.0,HIGH
8550,FA,4003596,1,100.0,HIGH
8551,FA,4000498,1,100.0,HIGH
8552,FA,4000977,1,100.0,HIGH
8554,FA,4000649,1,100.0,HIGH
8544,FA,4000495,1,100.0,HIGH
8555,FA,4004415,1,100.0,HIGH
8556,FA,4004414,1,100.0,HIGH
8557,FA,4002910,3,100.0,HIGH
8558,FA,4004417,1,100.0,HIGH
8559,FA,4004418,2,100.0,HIGH
8560,FA,4000680,1,100.0,HIGH
8561,FA,4004419,1,100.0,HIGH
8545,FA,4003577,1,100.0,HIGH
8543,FA,4007455,4,100.0,HIGH
8525,FA,4001728,1,100.0,HIGH
8533,FA,4005615,4,100.0,HIGH
8526,FA,4002240,1,100.0,HIGH
8527,FA,4003090,1,100.0,HIGH
8528,FA,4001559,2,100.0,HIGH
8529,FA,4003936,2,100.0,HIGH
8530,FA,4003088,2,100.0,HIGH
8531,FA,4003818,1,100.0,HIGH
8532,FA,4003695,1,100.0,HIGH
8534,FA,4001369,4,100.0,HIGH
8542,FA,4002303,2,100.0,HIGH
8535,FA,4002342,1,100.0,HIGH
8536,FA,4001615,1,100.0,HIGH
8537,FA,4003573,1,100.0,HIGH
8538,FA,4004406,1,100.0,HIGH
8539,FA,4003501,3,100.0,HIGH
8540,FA,4002641,1,100.0,HIGH
8541,FA,4001586,1,100.0,HIGH
8484,FA,4005724,2,100.0,HIGH
8482,FA,4003008,2,100.0,HIGH
8723,FA,4002434,1,100.0,HIGH
8481,FA,4003804,2,100.0,HIGH
8424,FA,4000482,2,100.0,HIGH
8425,FA,4005989,3,100.0,HIGH
8426,FA,4002990,1,100.0,HIGH
8427,FA,4006115,11,100.0,HIGH
8428,FA,4001921,2,100.0,HIGH
8429,FA,4004408,4,100.0,HIGH
8430,FA,4002350,1,100.0,HIGH
8431,FA,4002680,1,100.0,HIGH
8432,FA,4000873,1,100.0,HIGH
8433,FA,4002039,2,100.0,HIGH
8434,FA,4007694,5,100.0,HIGH
8435,FA,4000827,1,100.0,HIGH
8436,FA,4002588,1,100.0,HIGH
8437,FA,4004394,2,100.0,HIGH
8438,FA,4003575,2,100.0,HIGH
8439,FA,4004395,9,100.0,HIGH
8440,FA,4003516,1,100.0,HIGH
8423,FA,4001489,1,100.0,HIGH
8422,FA,4002881,6,100.0,HIGH
8421,FA,4000975,2,100.0,HIGH
8411,FA,4001382,1,100.0,HIGH
8404,FA,4000843,1,100.0,HIGH
8405,FA,4001474,3,100.0,HIGH
8406,FA,4001910,1,100.0,HIGH
8407,FA,4002180,1,100.0,HIGH
8408,FA,4001478,2,100.0,HIGH
8409,FA,4002344,1,100.0,HIGH
8410,FA,4000562,1,100.0,HIGH
8412,FA,4001872,4,100.0,HIGH
8420,FA,4000644,3,100.0,HIGH
8413,FA,4002114,3,100.0,HIGH
8414,FA,4002784,1,100.0,HIGH
8415,FA,4003080,1,100.0,HIGH
8416,FA,4003189,1,100.0,HIGH
8417,FA,4002670,1,100.0,HIGH
8418,FA,4003113,3,100.0,HIGH
8419,FA,4003590,1,100.0,HIGH
8441,FA,4000931,3,100.0,HIGH
8442,FA,4002607,2,100.0,HIGH
8443,FA,4002185,2,100.0,HIGH
8472,FA,4002543,1,100.0,HIGH
8465,FA,4001038,1,100.0,HIGH
8466,FA,4001409,2,100.0,HIGH
8467,FA,4000712,1,100.0,HIGH
8468,FA,4002323,1,100.0,HIGH
8469,FA,4001528,3,100.0,HIGH
8470,FA,4001777,1,100.0,HIGH
8471,FA,4002885,1,100.0,HIGH
8473,FA,4002667,1,100.0,HIGH
8463,FA,4003360,1,100.0,HIGH
8474,FA,4001534,1,100.0,HIGH
8475,FA,4001148,2,100.0,HIGH
8476,FA,4002553,5,100.0,HIGH
8477,FA,4004399,1,100.0,HIGH
8478,FA,4002659,3,100.0,HIGH
8479,FA,4007155,11,100.0,HIGH
8480,FA,4001258,2,100.0,HIGH
8464,FA,4001540,1,100.0,HIGH
8462,FA,4002655,1,100.0,HIGH
8444,FA,4001079,2,100.0,HIGH
8452,FA,4000425,1,100.0,HIGH
8445,FA,4006142,2,100.0,HIGH
8446,FA,4004397,2,100.0,HIGH
8447,FA,4001582,11,100.0,HIGH
8448,FA,4002465,4,100.0,HIGH
8449,FA,4005904,2,100.0,HIGH
8450,FA,4002296,2,100.0,HIGH
8451,FA,4003638,1,100.0,HIGH
8453,FA,4003640,1,100.0,HIGH
8461,FA,4004398,1,100.0,HIGH
8454,FA,4003528,1,100.0,HIGH
8455,FA,4001526,4,100.0,HIGH
8456,FA,4002482,1,100.0,HIGH
8457,FA,4006126,2,100.0,HIGH
8458,FA,4001616,4,100.0,HIGH
8459,FA,4003534,1,100.0,HIGH
8460,FA,4003539,1,100.0,HIGH
8562,FA,4001412,1,100.0,HIGH
8563,FA,4000692,3,100.0,HIGH
8564,FA,4007698,7,100.0,HIGH
8565,FA,4000696,3,100.0,HIGH
8666,FA,4002519,1,100.0,HIGH
8667,FA,4003397,3,100.0,HIGH
8668,FA,4001175,1,100.0,HIGH
8669,FA,4002533,1,100.0,HIGH
8670,FA,4002630,1,100.0,HIGH
8671,FA,4001417,10,100.0,HIGH
8672,FA,4003767,1,100.0,HIGH
8673,FA,4001741,1,100.0,HIGH
8674,FA,4007459,4,100.0,HIGH
8675,FA,4000915,2,100.0,HIGH
8676,FA,4007705,2,100.0,HIGH
8677,FA,4001750,1,100.0,HIGH
8678,FA,4006079,3,100.0,HIGH
8679,FA,4007706,3,100.0,HIGH
8680,FA,4000983,1,100.0,HIGH
8681,FA,4003817,1,100.0,HIGH
8682,FA,4004452,12,100.0,HIGH
8665,FA,4002959,1,100.0,HIGH
8664,FA,4007806,4,100.0,HIGH
8663,FA,4001830,1,100.0,HIGH
8653,FA,4003029,2,100.0,HIGH
8646,FA,4007704,2,100.0,HIGH
8647,FA,4001794,1,100.0,HIGH
8648,FA,4002445,1,100.0,HIGH
8649,FA,4002911,2,100.0,HIGH
8650,FA,4002637,1,100.0,HIGH
8651,FA,4001519,2,100.0,HIGH
8652,FA,4003040,4,100.0,HIGH
8654,FA,4001968,2,100.0,HIGH
8662,FA,4001905,1,100.0,HIGH
8655,FA,4001810,1,100.0,HIGH
8656,FA,4001511,2,100.0,HIGH
8657,FA,4001828,1,100.0,HIGH
8658,FA,4000653,1,100.0,HIGH
8659,FA,4001701,1,100.0,HIGH
8660,FA,4000657,1,100.0,HIGH
8661,FA,4003927,1,100.0,HIGH
8683,FA,4003783,1,100.0,HIGH
8684,FA,4001864,4,100.0,HIGH
8685,FA,4000786,1,100.0,HIGH
8714,FA,4003789,3,100.0,HIGH
8707,FA,4003835,1,100.0,HIGH
8708,FA,4002897,1,100.0,HIGH
8709,FA,4002249,1,100.0,HIGH
8710,FA,4001671,1,100.0,HIGH
8711,FA,4002186,3,100.0,HIGH
8712,FA,4001501,2,100.0,HIGH
8713,FA,4001861,1,100.0,HIGH
8715,FA,4001058,1,100.0,HIGH
8705,FA,4004457,22,100.0,HIGH
8716,FA,4001061,1,100.0,HIGH
8717,FA,4002654,4,100.0,HIGH
8718,FA,4004458,1,100.0,HIGH
8719,FA,4004459,2,100.0,HIGH
8720,FA,4002090,1,100.0,HIGH
8721,FA,4004511,2,100.0,HIGH
8722,FA,4002307,4,100.0,HIGH
8706,FA,4001064,1,100.0,HIGH
8704,FA,4003541,1,100.0,HIGH
8686,FA,4003800,1,100.0,HIGH
8694,FA,4002612,1,100.0,HIGH
8687,FA,4004454,7,100.0,HIGH
8688,FA,4003803,5,100.0,HIGH
8689,FA,4006642,4,100.0,HIGH
8690,FA,4003806,1,100.0,HIGH
8691,FA,4000988,1,100.0,HIGH
8692,FA,4002414,1,100.0,HIGH
8693,FA,4002169,1,100.0,HIGH
8695,FA,4007707,1,100.0,HIGH
8703,FA,4004455,1,100.0,HIGH
8696,FA,4003829,1,100.0,HIGH
8697,FA,4003530,1,100.0,HIGH
8698,FA,4006179,3,100.0,HIGH
8699,FA,4001804,1,100.0,HIGH
8700,FA,4003013,1,100.0,HIGH
8701,FA,4003493,1,100.0,HIGH
8702,FA,4003832,1,100.0,HIGH
8645,FA,4002790,2,100.0,HIGH
8644,FA,4001676,1,100.0,HIGH
8643,FA,4003233,14,100.0,HIGH
8593,FA,4004432,4,100.0,HIGH
8586,FA,4001897,1,100.0,HIGH
8587,FA,4004427,6,100.0,HIGH
8588,FA,4002447,1,100.0,HIGH
8589,FA,4004426,3,100.0,HIGH
8590,FA,4004429,1,100.0,HIGH
8591,FA,4004431,2,100.0,HIGH
8592,FA,4000700,1,100.0,HIGH
8594,FA,4004434,6,100.0,HIGH
8584,FA,4007169,2,100.0,HIGH
8595,FA,4002132,3,100.0,HIGH
8596,FA,4004435,1,100.0,HIGH
8597,FA,4004436,1,100.0,HIGH
8598,FA,4007700,4,100.0,HIGH
8599,FA,4003073,5,100.0,HIGH
8600,FA,4007701,1,100.0,HIGH
8601,FA,4002566,1,100.0,HIGH
8585,FA,4004424,3,100.0,HIGH
8583,FA,4002920,1,100.0,HIGH
8603,FA,4001476,1,100.0,HIGH
8573,FA,4001623,1,100.0,HIGH
8566,FA,4005045,3,100.0,HIGH
8567,FA,4002192,1,100.0,HIGH
8568,FA,4001870,1,100.0,HIGH
8569,FA,4002999,1,100.0,HIGH
8570,FA,4000505,2,100.0,HIGH
8571,FA,4004485,1,100.0,HIGH
8572,FA,4002223,1,100.0,HIGH
8574,FA,4003750,1,100.0,HIGH
8582,FA,4004422,1,100.0,HIGH
8575,FA,4001520,2,100.0,HIGH
8576,FA,4002105,6,100.0,HIGH
8577,FA,4001829,1,100.0,HIGH
8578,FA,4001778,1,100.0,HIGH
8579,FA,4004421,1,100.0,HIGH
8580,FA,4003784,2,100.0,HIGH
8581,FA,4003810,1,100.0,HIGH
8602,FA,4004437,15,100.0,HIGH
8604,FA,4001317,4,100.0,HIGH
8642,FA,4000615,1,100.0,HIGH
8633,FA,4000682,1,100.0,HIGH
8626,FA,4001648,3,100.0,HIGH
8627,FA,4005012,3,100.0,HIGH
8628,FA,4002484,1,100.0,HIGH
8629,FA,4001400,2,100.0,HIGH
8630,FA,4002699,1,100.0,HIGH
8631,FA,4004447,1,100.0,HIGH
8632,FA,4004448,1,100.0,HIGH
8634,FA,4004940,1,100.0,HIGH
8624,FA,4001694,1,100.0,HIGH
8635,FA,4004450,3,100.0,HIGH
8636,FA,4001416,1,100.0,HIGH
8637,FA,4001477,1,100.0,HIGH
8638,FA,4004892,8,100.0,HIGH
8639,FA,4003067,2,100.0,HIGH
8640,FA,4003108,14,100.0,HIGH
8641,FA,4003371,1,100.0,HIGH
8625,FA,4007703,1,100.0,HIGH
8623,FA,4001445,1,100.0,HIGH
8605,FA,4001740,1,100.0,HIGH
8613,FA,4002450,1,100.0,HIGH
8606,FA,4001991,1,100.0,HIGH
8607,FA,4004438,1,100.0,HIGH
8608,FA,4002313,1,100.0,HIGH
8609,FA,4004439,1,100.0,HIGH
8610,FA,4004440,1,100.0,HIGH
8611,FA,4003830,3,100.0,HIGH
8612,FA,4004442,3,100.0,HIGH
8614,FA,4001636,8,100.0,HIGH
8622,FA,4007702,2,100.0,HIGH
8615,FA,4003014,4,100.0,HIGH
8616,FA,4001653,1,100.0,HIGH
8617,FA,4002883,3,100.0,HIGH
8618,FA,4004444,1,100.0,HIGH
8619,FA,4004445,1,100.0,HIGH
8620,FA,4004446,2,100.0,HIGH
8621,FA,4006819,6,100.0,HIGH
5171,FA,4003348,5,100.0,HIGH
5170,FA,4001547,4,100.0,HIGH
5169,FA,4002619,13,100.0,HIGH
1696,SF,3000210,85,100.0,HIGH
1718,SF,3000445,190,100.0,HIGH
1719,SF,3001902,15,100.0,HIGH
1720,SF,3001057,115,100.0,HIGH
1721,SF,3000125,80,100.0,HIGH
1722,SF,3000781,34,100.0,HIGH
1723,SF,3000255,67,100.0,HIGH
1724,SF,3000637,11,100.0,HIGH
1725,SF,3000038,518,100.0,HIGH
1726,SF,3001219,15,100.0,HIGH
1727,SF,3001590,9,100.0,HIGH
1728,SF,3000066,413,100.0,HIGH
1729,SF,3002019,224,100.0,HIGH
1730,SF,3001615,75,100.0,HIGH
1731,SF,3002166,29,100.0,HIGH
1732,SF,3000918,160,100.0,HIGH
1733,SF,3001526,15,100.0,HIGH
1734,SF,3001585,10,100.0,HIGH
1717,SF,3000118,337,100.0,HIGH
1716,SF,3001586,80,100.0,HIGH
1715,SF,3001086,19,100.0,HIGH
1705,SF,3001975,120,100.0,HIGH
1698,SF,3000982,22,100.0,HIGH
1699,SF,3000001,264,100.0,HIGH
1700,SF,3001179,46,100.0,HIGH
1701,SF,3000224,52,100.0,HIGH
1702,SF,3001217,70,100.0,HIGH
1703,SF,3002563,4,100.0,HIGH
1704,SF,3001947,70,100.0,HIGH
1706,SF,3000482,22,100.0,HIGH
1714,SF,3000736,40,100.0,HIGH
1707,SF,3000665,11,100.0,HIGH
1708,SF,3000988,6,100.0,HIGH
1709,SF,3000554,317,100.0,HIGH
1710,SF,3000313,448,100.0,HIGH
1711,SF,3001674,20,100.0,HIGH
1712,SF,3000208,20,100.0,HIGH
1713,SF,3001479,118,100.0,HIGH
1735,SF,3002699,2,100.0,HIGH
1736,SF,3000715,28,100.0,HIGH
1737,SF,3002280,51,100.0,HIGH
1766,SF,3001268,85,100.0,HIGH
1759,SF,3001533,4,100.0,HIGH
1760,SF,3000132,21,100.0,HIGH
1761,SF,3002059,39,100.0,HIGH
1762,SF,3000570,85,100.0,HIGH
1763,SF,3001329,21,100.0,HIGH
1764,SF,3000426,21,100.0,HIGH
1765,SF,3001843,59,100.0,HIGH
1767,SF,3000931,47,100.0,HIGH
1757,SF,3001922,14,100.0,HIGH
1768,SF,3000098,66,100.0,HIGH
1769,SF,3000585,23,100.0,HIGH
1770,SF,3000810,8,100.0,HIGH
1771,SF,3001010,67,100.0,HIGH
1772,SF,3001554,49,100.0,HIGH
1773,SF,3001879,83,100.0,HIGH
1774,SF,3000900,4,100.0,HIGH
1758,SF,3000157,192,100.0,HIGH
1756,SF,3000727,24,100.0,HIGH
1738,SF,3001368,30,100.0,HIGH
1746,SF,3000154,79,100.0,HIGH
1739,SF,3001694,72,100.0,HIGH
1740,SF,3001395,19,100.0,HIGH
1741,SF,3000174,6,100.0,HIGH
1742,SF,3001938,16,100.0,HIGH
1743,SF,3002452,6,100.0,HIGH
1744,SF,3000069,61,100.0,HIGH
1745,SF,3002287,6,100.0,HIGH
1747,SF,3001563,48,100.0,HIGH
1755,SF,3000168,73,100.0,HIGH
1748,SF,3001962,20,100.0,HIGH
1749,SF,3001622,22,100.0,HIGH
1750,SF,3002826,1,100.0,HIGH
1751,SF,3001654,15,100.0,HIGH
1752,SF,3000452,23,100.0,HIGH
1753,SF,3001069,19,100.0,HIGH
1754,SF,3001928,6,100.0,HIGH
1697,SF,3000433,86,100.0,HIGH
1695,SF,3000890,19,100.0,HIGH
1776,SF,3000779,8,100.0,HIGH
1694,SF,3001676,24,100.0,HIGH
1637,SF,3001078,47,100.0,HIGH
1638,SF,3000995,31,100.0,HIGH
1639,SF,3000100,128,100.0,HIGH
1640,SF,3001397,101,100.0,HIGH
1641,SF,3001473,54,100.0,HIGH
1642,SF,3000126,24,100.0,HIGH
1643,SF,3000811,72,100.0,HIGH
1644,SF,3000576,65,100.0,HIGH
1645,SF,3001284,55,100.0,HIGH
1646,SF,3001134,39,100.0,HIGH
1647,SF,3000260,43,100.0,HIGH
1648,SF,3001709,63,100.0,HIGH
1649,SF,3001541,135,100.0,HIGH
1650,SF,3001890,134,100.0,HIGH
1651,SF,3002005,26,100.0,HIGH
1652,SF,3000077,83,100.0,HIGH
1653,SF,3001146,44,100.0,HIGH
1636,SF,3002159,28,100.0,HIGH
1635,SF,3001966,57,100.0,HIGH
1634,SF,3000709,64,100.0,HIGH
1624,SF,3000343,89,100.0,HIGH
1617,SF,3001770,36,100.0,HIGH
1618,SF,3001342,126,100.0,HIGH
1619,SF,3000790,35,100.0,HIGH
1620,SF,3001679,39,100.0,HIGH
1621,SF,3000083,232,100.0,HIGH
1622,SF,3000856,56,100.0,HIGH
1623,SF,3000120,316,100.0,HIGH
1625,SF,3002214,6,100.0,HIGH
1633,SF,3000686,37,100.0,HIGH
1626,SF,3000680,33,100.0,HIGH
1627,SF,3000647,16,100.0,HIGH
1628,SF,3000131,160,100.0,HIGH
1629,SF,3002045,7,100.0,HIGH
1630,SF,3000474,6,100.0,HIGH
1631,SF,3000135,354,100.0,HIGH
1632,SF,3001336,66,100.0,HIGH
1654,SF,3001081,9,100.0,HIGH
1655,SF,3000334,149,100.0,HIGH
1656,SF,3001387,144,100.0,HIGH
1685,SF,3000071,329,100.0,HIGH
1678,SF,3000104,66,100.0,HIGH
1679,SF,3001405,86,100.0,HIGH
1680,SF,3001489,5,100.0,HIGH
1681,SF,3001871,14,100.0,HIGH
1682,SF,3001323,29,100.0,HIGH
1683,SF,3000563,34,100.0,HIGH
1684,SF,3001452,24,100.0,HIGH
1686,SF,3001175,52,100.0,HIGH
1676,SF,3001604,211,100.0,HIGH
1687,SF,3002203,24,100.0,HIGH
1688,SF,3002157,17,100.0,HIGH
1689,SF,3002206,20,100.0,HIGH
1690,SF,3001957,34,100.0,HIGH
1691,SF,3002158,20,100.0,HIGH
1692,SF,3001739,71,100.0,HIGH
1693,SF,3000034,425,100.0,HIGH
1677,SF,3001161,19,100.0,HIGH
1675,SF,3000102,248,100.0,HIGH
1657,SF,3001346,33,100.0,HIGH
1665,SF,3000884,54,100.0,HIGH
1658,SF,3001238,28,100.0,HIGH
1659,SF,3002127,5,100.0,HIGH
1660,SF,3001983,195,100.0,HIGH
1661,SF,3000799,63,100.0,HIGH
1662,SF,3000510,63,100.0,HIGH
1663,SF,3000114,187,100.0,HIGH
1664,SF,3001616,115,100.0,HIGH
1666,SF,3000471,38,100.0,HIGH
1674,SF,3000970,93,100.0,HIGH
1667,SF,3000626,84,100.0,HIGH
1668,SF,3000399,9,100.0,HIGH
1669,SF,3001045,70,100.0,HIGH
1670,SF,3000868,16,100.0,HIGH
1671,SF,3000713,35,100.0,HIGH
1672,SF,3000070,239,100.0,HIGH
1673,SF,3001378,49,100.0,HIGH
1775,SF,3001054,11,100.0,HIGH
1777,SF,3000770,7,100.0,HIGH
2584,SF,3001404,13,100.0,HIGH
1858,SF,3000084,32,100.0,HIGH
1880,SF,3000542,2,100.0,HIGH
1881,SF,3000213,10,100.0,HIGH
1882,SF,3000777,5,100.0,HIGH
1883,SF,3001113,25,100.0,HIGH
1884,SF,3001441,4,100.0,HIGH
1885,SF,3001566,7,100.0,HIGH
1886,SF,3000833,5,100.0,HIGH
1887,SF,3000411,5,100.0,HIGH
1888,SF,3000304,95,100.0,HIGH
1889,SF,3000589,28,100.0,HIGH
1890,SF,3000909,29,100.0,HIGH
1891,SF,3000314,3,100.0,HIGH
1892,SF,3000758,35,100.0,HIGH
1893,SF,3001330,13,100.0,HIGH
1894,SF,3000488,8,100.0,HIGH
1895,SF,3000134,172,100.0,HIGH
1896,SF,3000745,12,100.0,HIGH
1879,SF,3001331,12,100.0,HIGH
1878,SF,3000226,45,100.0,HIGH
1877,SF,3002049,116,100.0,HIGH
1867,SF,3000180,7,100.0,HIGH
1860,SF,3001410,8,100.0,HIGH
1861,SF,3000243,14,100.0,HIGH
1862,SF,3001547,9,100.0,HIGH
1863,SF,3001593,57,100.0,HIGH
1864,SF,3000640,29,100.0,HIGH
1865,SF,3001276,2,100.0,HIGH
1866,SF,3000948,15,100.0,HIGH
1868,SF,3000030,17,100.0,HIGH
1876,SF,3001115,8,100.0,HIGH
1869,SF,3001059,146,100.0,HIGH
1870,SF,3002018,106,100.0,HIGH
1871,SF,3001375,74,100.0,HIGH
1872,SF,3001650,27,100.0,HIGH
1873,SF,3000033,187,100.0,HIGH
1874,SF,3000458,41,100.0,HIGH
1875,SF,3000041,8,100.0,HIGH
1897,SF,3000305,52,100.0,HIGH
1898,SF,3001550,18,100.0,HIGH
1899,SF,3000721,24,100.0,HIGH
1928,SF,3000642,5,100.0,HIGH
1921,SF,3000233,31,100.0,HIGH
1922,SF,3001717,57,100.0,HIGH
1923,SF,3001026,8,100.0,HIGH
1924,SF,3000957,34,100.0,HIGH
1925,SF,3000256,19,100.0,HIGH
1926,SF,3001498,13,100.0,HIGH
1927,SF,3002402,2,100.0,HIGH
1929,SF,3001111,3,100.0,HIGH
1919,SF,3001911,25,100.0,HIGH
1930,SF,3000965,62,100.0,HIGH
1931,SF,3001534,8,100.0,HIGH
1932,SF,3000441,40,100.0,HIGH
1933,SF,3001560,7,100.0,HIGH
1934,SF,3001251,17,100.0,HIGH
1935,SF,3000091,56,100.0,HIGH
1936,SF,3000396,10,100.0,HIGH
1920,SF,3000295,29,100.0,HIGH
1918,SF,3002281,9,100.0,HIGH
1900,SF,3000832,28,100.0,HIGH
1908,SF,3000544,27,100.0,HIGH
1901,SF,3001602,19,100.0,HIGH
1902,SF,3000113,49,100.0,HIGH
1903,SF,3001373,14,100.0,HIGH
1904,SF,3002356,5,100.0,HIGH
1905,SF,3001994,29,100.0,HIGH
1906,SF,3000679,8,100.0,HIGH
1907,SF,3000956,6,100.0,HIGH
1909,SF,3000058,54,100.0,HIGH
1917,SF,3000055,59,100.0,HIGH
1910,SF,3001127,14,100.0,HIGH
1911,SF,3000181,5,100.0,HIGH
1912,SF,3000259,12,100.0,HIGH
1913,SF,3001658,165,100.0,HIGH
1914,SF,3001427,74,100.0,HIGH
1915,SF,3000912,11,100.0,HIGH
1916,SF,3000615,20,100.0,HIGH
1859,SF,3000934,13,100.0,HIGH
1857,SF,3001377,12,100.0,HIGH
1778,SF,3001402,6,100.0,HIGH
1856,SF,3001345,98,100.0,HIGH
1799,SF,3000199,20,100.0,HIGH
1800,SF,3000330,23,100.0,HIGH
1801,SF,3001261,132,100.0,HIGH
1802,SF,3000403,184,100.0,HIGH
1803,SF,3001529,13,100.0,HIGH
1804,SF,3002074,4,100.0,HIGH
1805,SF,3002022,281,100.0,HIGH
1806,SF,3000905,15,100.0,HIGH
1807,SF,3000401,26,100.0,HIGH
1808,SF,3000939,33,100.0,HIGH
1809,SF,3000498,12,100.0,HIGH
1810,SF,3000428,110,100.0,HIGH
1811,SF,3000845,51,100.0,HIGH
1812,SF,3000225,2,100.0,HIGH
1813,SF,3000601,13,100.0,HIGH
1814,SF,3000122,100,100.0,HIGH
1815,SF,3001360,14,100.0,HIGH
1798,SF,3001935,8,100.0,HIGH
1797,SF,3002026,18,100.0,HIGH
1796,SF,3001061,163,100.0,HIGH
1786,SF,3000592,4,100.0,HIGH
1779,SF,3000606,3,100.0,HIGH
1780,SF,3001213,15,100.0,HIGH
1781,SF,3000190,55,100.0,HIGH
1782,SF,3001849,28,100.0,HIGH
1783,SF,3000031,290,100.0,HIGH
1784,SF,3000787,5,100.0,HIGH
1785,SF,3001359,21,100.0,HIGH
1787,SF,3000419,82,100.0,HIGH
1795,SF,3000894,38,100.0,HIGH
1788,SF,3001229,40,100.0,HIGH
1789,SF,3001905,31,100.0,HIGH
1790,SF,3000815,109,100.0,HIGH
1791,SF,3001607,82,100.0,HIGH
1792,SF,3000846,50,100.0,HIGH
1793,SF,3000044,72,100.0,HIGH
1794,SF,3000043,154,100.0,HIGH
1816,SF,3000059,18,100.0,HIGH
1817,SF,3001848,63,100.0,HIGH
1818,SF,3000060,80,100.0,HIGH
1847,SF,3000889,5,100.0,HIGH
1840,SF,3002200,44,100.0,HIGH
1841,SF,3000014,46,100.0,HIGH
1842,SF,3002291,19,100.0,HIGH
1843,SF,3001687,5,100.0,HIGH
1844,SF,3000723,58,100.0,HIGH
1845,SF,3001106,24,100.0,HIGH
1846,SF,3001077,109,100.0,HIGH
1848,SF,3000065,5,100.0,HIGH
1838,SF,3000143,145,100.0,HIGH
1849,SF,3000807,5,100.0,HIGH
1850,SF,3000632,10,100.0,HIGH
1851,SF,3001893,21,100.0,HIGH
1852,SF,3001315,30,100.0,HIGH
1853,SF,3000508,20,100.0,HIGH
1854,SF,3001974,29,100.0,HIGH
1855,SF,3000741,16,100.0,HIGH
1839,SF,3001060,15,100.0,HIGH
1837,SF,3000609,8,100.0,HIGH
1819,SF,3000573,23,100.0,HIGH
1827,SF,3000379,9,100.0,HIGH
1820,SF,3000153,186,100.0,HIGH
1821,SF,3002020,102,100.0,HIGH
1822,SF,3001446,22,100.0,HIGH
1823,SF,3000628,30,100.0,HIGH
1824,SF,3000472,126,100.0,HIGH
1825,SF,3001821,10,100.0,HIGH
1826,SF,3000580,13,100.0,HIGH
1828,SF,3001458,10,100.0,HIGH
1836,SF,3000895,9,100.0,HIGH
1829,SF,3000110,236,100.0,HIGH
1830,SF,3001305,16,100.0,HIGH
1831,SF,3000311,5,100.0,HIGH
1832,SF,3001836,30,100.0,HIGH
1833,SF,3000896,8,100.0,HIGH
1834,SF,3000706,28,100.0,HIGH
1835,SF,3001376,35,100.0,HIGH
1616,SF,3000571,121,100.0,HIGH
1615,SF,3002874,1,100.0,HIGH
1614,SF,3000309,129,100.0,HIGH
1373,CF,2000807,1,100.0,HIGH
1395,CF,2001488,1,100.0,HIGH
1396,CF,2001487,1,100.0,HIGH
