,layer,accuracy_score,precision_score,recall_score,f1_score
0,0,0.5812186379928316,0.5793399385298259,0.5812186379928316,0.5776970262526827
1,1,0.6020071684587813,0.5957447838183826,0.6020071684587813,0.5970123287880099
2,2,0.5944086021505376,0.5907388680852252,0.5944086021505376,0.5910298616939211
3,3,0.6061648745519713,0.6014578500485981,0.6061648745519713,0.6015605215820358
4,4,0.6030107526881721,0.5966973229997173,0.6030107526881721,0.5979972132030782
5,5,0.6051612903225806,0.601058496821567,0.6051612903225806,0.6019483725877077
6,6,0.5991397849462365,0.5940249443595832,0.5991397849462365,0.5948336159775066
7,7,0.5942652329749104,0.5896339755611171,0.5942652329749104,0.5898675172925256
8,8,0.5931182795698925,0.5864353303581378,0.5931182795698925,0.5874997227519244
9,9,0.5979928315412186,0.593018838095693,0.5979928315412186,0.5937517003851623
10,10,0.6018637992831541,0.5980754513827103,0.6018637992831541,0.5981098563898235
11,11,0.5909677419354838,0.5849599210274053,0.5909677419354838,0.5857896602660352
12,12,0.5944086021505376,0.5893601820820475,0.5944086021505376,0.5893126218416342
13,13,0.6061648745519713,0.5997647135091064,0.6061648745519713,0.6004875030420981
14,14,0.6051612903225806,0.5991703650841644,0.6051612903225806,0.6001308603890811
15,15,0.6037275985663082,0.5982737770536858,0.6037275985663082,0.5993653397585283
16,16,0.5991397849462365,0.5957218839864156,0.5991397849462365,0.5954212174868636
17,17,0.5893906810035843,0.5848866813195633,0.5893906810035843,0.5853351807172859
18,18,0.5799283154121864,0.575070701314745,0.5799283154121864,0.5749453352303499
19,19,0.5751971326164874,0.5692873449397078,0.5751971326164874,0.569471144141698
20,20,0.5704659498207886,0.5674793384939091,0.5704659498207886,0.5665218221859666
21,21,0.561146953405018,0.5540841964268204,0.561146953405018,0.5532144440530002
22,22,0.5526881720430108,0.5477847203522944,0.5526881720430108,0.547264415665499
23,23,0.5574193548387096,0.554090226432809,0.5574193548387096,0.5523949135699106
24,24,0.5529749103942653,0.5492575361476137,0.5529749103942653,0.5481801378976724
25,25,0.5539784946236559,0.5488392794413888,0.5539784946236559,0.5486781616975217
26,26,0.5419354838709678,0.5371291785243102,0.5419354838709678,0.536613892398133
27,27,0.5439426523297491,0.5377959828261887,0.5439426523297491,0.5373430315968216
28,28,0.5455197132616487,0.5424605761948051,0.5455197132616487,0.5407814149968391
29,29,0.5331899641577061,0.5277275287303187,0.5331899641577061,0.526898619429023
30,30,0.535483870967742,0.5330012960437328,0.535483870967742,0.5313277563459202
31,31,0.5278853046594982,0.5256099936161974,0.5278853046594982,0.5236211206254965
32,32,0.5304659498207885,0.5288008223324935,0.5304659498207885,0.5259141864775533
33,33,0.5232974910394266,0.519677809632105,0.5232974910394266,0.5185153660497589
34,34,0.5303225806451612,0.5272595075395278,0.5303225806451612,0.5254538915209039
35,35,0.5207168458781362,0.5193750432875803,0.5207168458781362,0.5166664608398595
36,36,0.5267383512544803,0.521922699658385,0.5267383512544803,0.5205291018988804
