,layer,silhouette_score
0,0,0.9812090316973079
1,1,0.9730133471694018
2,2,0.9345912450169237
3,3,0.9703241842910586
4,4,0.9593785146134928
5,5,0.9752170259506706
6,6,0.9755194195802994
7,7,0.944745151824553
8,8,0.9706774195733274
9,9,0.9622564632123889
10,10,0.9629417000543002
11,11,0.9333898454975282
12,12,0.9573340973782539
13,13,0.9579182039375163
14,14,0.9173469444051483
15,15,0.96057766332723
16,16,0.9676366136782775
17,17,0.9506386855724754
18,18,0.9376249450138476
19,19,0.9791470525682768
20,20,0.9775967821665641
21,21,0.968468622205616
22,22,0.9771244716244104
23,23,0.9601943562400892
24,24,0.9815983711301035
25,25,0.9860346899347703
26,26,0.9765230067391588
27,27,0.9767796031063197
28,28,0.9417179680250539
29,29,0.987526066207321
30,30,0.9789805454319863
31,31,0.969547800911081
32,32,0.98026745566318
33,33,0.9898224589969916
34,34,0.9813714537780776
35,35,0.9790598081611889
36,36,0.9358910479509807
