,layer,accuracy_score,precision_score,recall_score,f1_score
0,0,0.24487455197132615,0.25415669280840897,0.24487455197132615,0.24111046528442429
1,1,0.28903225806451616,0.3027026433864412,0.28903225806451616,0.28659537788227557
2,2,0.2847311827956989,0.30158511489373196,0.2847311827956989,0.2856202070303816
3,3,0.28487455197132616,0.2957155163973768,0.28487455197132616,0.28255860624547835
4,4,0.28845878136200714,0.29723427964994964,0.28845878136200714,0.2842963385867264
5,5,0.2845878136200717,0.29559975391968596,0.2845878136200717,0.28218071637288705
6,6,0.2814336917562724,0.2919245862547312,0.2814336917562724,0.27928363845456866
7,7,0.2964874551971326,0.3079791176852306,0.2964874551971326,0.2943020036596712
8,8,0.2824372759856631,0.29354279260157423,0.2824372759856631,0.2803114509512921
9,9,0.2894623655913979,0.3069733184640623,0.2894623655913979,0.2914731640026159
10,10,0.29161290322580646,0.30794111772702604,0.29161290322580646,0.29318183559828875
11,11,0.2936200716845878,0.31530775171603287,0.2936200716845878,0.29705683159603175
12,12,0.297921146953405,0.31455855049493225,0.297921146953405,0.3001264543647977
13,13,0.30193548387096775,0.3187935853037077,0.30193548387096775,0.30271721579730493
14,14,0.30236559139784946,0.31749653041763226,0.30236559139784946,0.3028438900213461
15,15,0.30910394265232977,0.32302777752319806,0.30910394265232977,0.3089851644883718
16,16,0.30867383512544805,0.32471188457307,0.30867383512544805,0.3099147995580138
17,17,0.30093189964157707,0.31784964353248957,0.30093189964157707,0.3027793520024596
18,18,0.3116845878136201,0.3254986695954281,0.3116845878136201,0.3114112402870113
19,19,0.3139784946236559,0.3322569978598872,0.3139784946236559,0.3168983079930084
20,20,0.3154121863799283,0.33016729210201995,0.3154121863799283,0.31655379961844937
21,21,0.32129032258064516,0.3407868651586286,0.32129032258064516,0.3243458206779013
22,22,0.3156989247311828,0.3349077872678153,0.3156989247311828,0.3195164687398059
23,23,0.31526881720430106,0.3361456358110275,0.31526881720430106,0.319410404738399
24,24,0.31942652329749105,0.34038396505437585,0.31942652329749105,0.3227972394611944
25,25,0.3214336917562724,0.340069847084827,0.3214336917562724,0.3240665047041331
26,26,0.3228673835125448,0.3419391498226337,0.3228673835125448,0.3258007841770981
27,27,0.31942652329749105,0.3365156470676537,0.31942652329749105,0.32212677245344923
28,28,0.3284587813620072,0.3494155670851295,0.3284587813620072,0.33198699206328447
29,29,0.31584229390681,0.3357388061337089,0.31584229390681,0.31908567174498526
30,30,0.31756272401433694,0.3354494162891797,0.31756272401433694,0.3209522355818896
31,31,0.32645161290322583,0.34557674612380573,0.32645161290322583,0.33007521194746964
32,32,0.33419354838709675,0.3547683206093296,0.33419354838709675,0.3378870897419806
33,33,0.3254480286738351,0.3469390985746758,0.3254480286738351,0.3291246190849018
34,34,0.3240143369175627,0.34343969127187296,0.3240143369175627,0.3269373787143707
35,35,0.31727598566308246,0.33890103768991636,0.31727598566308246,0.32074049170210733
36,36,0.3178494623655914,0.33708002561857947,0.3178494623655914,0.3209472196731168
37,37,0.3188530465949821,0.3405543661954704,0.3188530465949821,0.32260961447207415
38,38,0.3214336917562724,0.34272980471613035,0.3214336917562724,0.32508239687324436
39,39,0.32645161290322583,0.3472451983736148,0.32645161290322583,0.32962480220430684
40,40,0.3286021505376344,0.3492046077383325,0.3286021505376344,0.33188065788218346
41,41,0.3184229390681004,0.3381051459856502,0.3184229390681004,0.32133459869520886
42,42,0.32874551971326166,0.3489050167234241,0.32874551971326166,0.33228615049416615
43,43,0.3224372759856631,0.3409730758710635,0.3224372759856631,0.3245168500497506
44,44,0.31899641577060933,0.3396348940032006,0.31899641577060933,0.32197437236163157
45,45,0.31455197132616486,0.33625900517980184,0.31455197132616486,0.31852254784580863
46,46,0.3202867383512545,0.3382552911789087,0.3202867383512545,0.3229464290250814
47,47,0.31555555555555553,0.3358261348974143,0.31555555555555553,0.3186172726938502
48,48,0.2992114695340502,0.31874641777974355,0.2992114695340502,0.3020075559378718
